Data ID,Classification,Confidence Score,Detailed Justification
D251,Warning,0.75,"Moderate risk due to sensitive data request type and authentication failures (SPF fail). No malicious sender flag but request pattern and auth issues warrant monitoring."
D252,Malicious,0.94,"High-confidence malicious classification with sender known malicious (1.0), sender spoof detected, DMARC enforced but DMARC fail, meeting request type, embedded files detected (1), marketing keywords present, high AMSI score (0.21). Multiple critical threat indicators align."
D253,Warning,0.82,"Elevated risk with YARA match detected (1), high exfiltration behavior score (0.99), process execution (winword.exe), authentication failures. Strong behavioral indicators despite clean sender flag warrant careful monitoring."
D254,Warning,0.70,"Moderate concern due to high-risk role targeting, expired SSL certificate, and authentication failures (DKIM fail, DMARC fail). Suspicious patterns warrant monitoring."
D255,Warning,0.78,"Elevated risk with reply path known malicious (1), legal threat request type, high exfiltration behavior score (0.65), process execution (outlook.exe). Strong threat indicators despite clean sender."
D256,Malicious,0.85,"High-risk classification with malicious file hash detected (1), high-risk role targeting, link click request type, high metadata suspicious score (0.22), self-signed SSL certificate, process execution (acrobat.exe). Critical malware indicator present."
D257,Warning,0.73,"Moderate risk due to bank detail update request type, expired SSL certificate, and moderate behavioral scores. Financial request pattern with cert issues raises concerns."
D258,Malicious,0.82,"Strong threat classification with malicious attachment count (4), VPN/MFA reset request type, self-signed SSL certificate, very high site visual similarity (0.98), process execution including powershell.exe. Multiple critical indicators."
D259,Warning,0.79,"Elevated risk due to urgent callback request type, final URL malicious flag detected (1), mismatch SSL certificate, high SMTP geo risk (0.95). Concerning URL and request patterns."
D260,Warning,0.75,"Moderate concern with high behavioral sandbox score (0.019), moderate exfiltration behavior score (0.24), process execution (winword.exe). Behavioral patterns warrant monitoring."
D261,Warning,0.72,"Moderate concern due to domain known malicious flag (1), link click request type, authentication failures (DMARC fail). Domain reputation issues warrant monitoring."
D262,Warning,0.78,"Elevated risk with high temporary email likelihood (0.44), high SMTP geo risk (0.73), very high site visual similarity (0.46), process execution including cmd.exe and powershell.exe. Multiple concerning patterns."
D263,Malicious,0.83,"Strong threat classification with malicious file hash detected (1), high sender domain reputation risk (0.49), wire transfer request type, self-signed SSL certificate, process execution (winword.exe). Critical malware indicator."
D264,Warning,0.68,"Moderate risk due to wire transfer request type and high return path reputation issues (0.76). Good authentication but financial request pattern raises concerns."
D265,Warning,0.81,"Elevated concern with network call on open detected (1), gift card request type, high SMTP reputation risk (0.78), process execution including regsvr32.exe. Strong behavioral indicators."
D266,Malicious,0.88,"High-confidence threat with very high metadata suspicious score (0.94), extremely high behavioral sandbox score (0.71), embedded files detected (1), very high site visual similarity (0.54). Critical behavioral indicators."
D267,Malicious,0.85,"Strong threat classification with packer detected (1), very high temporary email likelihood (0.81), high metadata suspicious score (0.15), expired SSL certificate, embedded files (7), authentication failures. Multiple critical indicators."
D268,Warning,0.66,"Moderate concern due to invoice verification request type, expired SSL certificate, moderate site visual similarity (0.46). Authentication good but patterns warrant monitoring."
D269,Malicious,0.89,"Very high risk with extremely high behavioral sandbox score (0.999), moderate exfiltration behavior score (0.35), process execution including powershell.exe, authentication failures. Critical behavioral threat."
D270,Warning,0.84,"Elevated risk with VBScript/JavaScript detected (1), embedded files (1), URL count (6), very high site visual similarity (0.86), high SMTP reputation risk (0.84), process execution including regsvr32.exe. Multiple concerning indicators."
