Data ID,Classification,Confidence Score,Detailed Justification
D92,Warning,0.74,"Mixed security signals present - reply path known malicious (1) with unsubscribe link present (1) and high content spam score (0.503). Good SPF authentication but policy failure in DKIM and DMARC fail. High site visual similarity (0.397) suggests potential brand impersonation. While no file malware detected, the combination of malicious reply path, spam characteristics, and brand similarity warrants cautious monitoring."
D93,Warning,0.71,"Sensitive data request type combined with return path known malicious (1) creates significant concern for data harvesting attempt. Failed SPF authentication with no DKIM result and DMARC failure. High SMTP IP reputation risk (0.705) and content spam score (0.303). No malicious files but sensitive data request from compromised infrastructure requires user verification before responding."
D94,Malicious,0.93,"File marked malicious (1.0) with high metadata suspicious score (0.589), behavioral sandbox score (0.597), and meeting request social engineering. Parent process winword.exe detected indicating document-based attack. Complete authentication failure (SPF/DKIM fail, DMARC temperror). Contains 6 embedded files with extremely low entropy suggesting advanced obfuscation techniques. Clear targeted malware delivery."
D95,Malicious,0.89,"File definitively marked malicious (1.0) with extremely high metadata score (0.853), behavioral sandbox execution (0.125), and parent process winword.exe. High sender domain reputation risk (0.414) with expired SSL certificate. Despite mixed authentication results, confirmed malware file with document-based delivery mechanism poses immediate threat requiring isolation."
D96,No Action,0.82,"Clean email profile with no malicious files detected. Good SPF authentication despite policy failure in DKIM and DMARC fail. Expired SSL certificate but very low reputation risks and no suspicious behaviors. Contains 2 URLs with minimal reputation concerns. Overall technical indicators suggest legitimate communication with configuration issues rather than malicious intent."
D97,Malicious,0.94,"File marked malicious (1.0) with legal threat social engineering request type commonly used in extortion campaigns. Reply path known malicious (1), contains 5 embedded files and 3 URL links. Outlook.exe parent process with SSL certificate mismatch. High exfiltration behavior score (0.495) and return path known malicious (1). Sophisticated scareware attack with confirmed malware payload."
D98,Malicious,0.87,"File malicious (1.0) with high metadata score (0.123), link click request, and acrobat.exe parent process suggesting PDF-based exploit. High exfiltration behavior (0.361) with QR code present marked as malicious (1). Failed DKIM and DMARC with softfail SPF. Multi-vector attack combining PDF exploitation with social engineering and QR code phishing."
D99,Warning,0.76,"Bank detail update request presents high social engineering risk despite no malicious files detected. High return path reputation risk (0.759) with failed SPF authentication. High-risk financial request type targeting banking information. Domain known malicious (1) creates additional concern. Technical profile relatively clean but social engineering vector requires user verification."
D100,Malicious,0.91,"File marked malicious (1.0) with high metadata score (0.654), malicious attachment count (1), and VPN/MFA reset credential theft attempt. Network call on open (1) with PowerShell parent process execution. High SMTP IP reputation risk (0.812) and exfiltration behavior (0.719). Failed SPF with DMARC pass creating mixed authentication. Clear credential harvesting malware with active network communication."
D73,Warning,0.69,"Urgent callback request type with DMARC enforced (1) but failed SPF authentication and no DKIM. High sender domain reputation risk (0.105) with moderate SMTP IP risks. No malicious files but urgent callback social engineering tactics combined with authentication failures suggest potential voice phishing (vishing) setup requiring user caution."
