Data ID,Classification,Confidence Score,Detailed Justification
D551,Spam,0.74,High content spam score (0.31) with user marked as spam before and failed DMARC. High SMTP geo risk (0.49) and URL rendering behavior (0.01) indicates bulk spam distribution without malicious payload.
D552,Warning,0.63,High return path reputation (0.41) and SMTP geo risk (0.48) with self-signed certificate. Site visual similarity (0.30) suggests potential brand impersonation requiring monitoring.
D553,Warning,0.58,High temp email likelihood (0.16) with URL shortener detected and QR code malicious. Failed SPF but minimal behavioral indicators suggest monitoring for potential deception.
D554,Warning,0.66,Gift card request with high reply path reputation (0.72) and high SMTP geo risk (0.58). Social engineering pattern with multiple URLs warrant verification approach.
D555,Malicious,0.95,Sender known malicious with extremely high metadata score (0.82) and macro-enabled document. Network call on open detected with very high exfiltration behavior (0.62) and embedded files confirms advanced malware delivery.
D556,Malicious,0.87,Sender known malicious with high metadata score (0.06) and document download request. High content spam score (0.50) with behavioral indicators and high SMTP reputation risk confirms malware distribution campaign.
D557,Warning,0.65,High temp email likelihood (0.08) with URL present and high site visual similarity (0.44). High SMTP reputation risk (0.59) but minimal malicious indicators warrant monitoring.
D558,Warning,0.61,Sensitive data request with high return path reputation (0.68) and multiple URLs. Failed SPF with moderate suspicious indicators require verification of data request legitimacy.
D559,Malicious,0.89,Sender known malicious with high behavioral sandbox score (0.22) and network call on open. Meeting request with very high content spam score (0.71) and high URL rendering behavior (0.62) confirms social engineering attack.
D560,Malicious,0.86,Sender known malicious with very high exfiltration behavior (0.80) and high SMTP geo/reputation risks (0.73). Failed authentication with URL reputation concerns (0.24) indicates data theft capabilities.
D561,Warning,0.67,High temp email likelihood (0.61) with return path mismatch and high return path reputation (0.71). Multiple URLs but no direct malware suggest monitoring approach.
D562,Malicious,0.91,Sender known malicious with packer detected and high behavioral sandbox score (0.24). Legal threat request with very high exfiltration behavior (0.98) and embedded file confirms obfuscated malware with social engineering.
D563,Malicious,0.94,Sender known malicious with packer detected and extremely high metadata score (0.90). Link click request with very high AMSI score (0.45) and long sandbox execution time (83s) confirms advanced evasive malware.
D564,Warning,0.59,Bank detail update with high SMTP geo risk (0.17) and site visual similarity (0.37). Social engineering pattern requiring financial verification despite minimal technical threats.
D565,Malicious,0.93,Sender known malicious with high metadata (0.45) and AMSI scores (0.51). VPN/MFA reset with network call on open and very high SMTP geo risk (0.98) confirms credential harvesting with callback capability.
D566,Malicious,0.91,Sender known malicious with malicious file hash and high metadata score (0.46). VPN/MFA reset with high exfiltration behavior (0.58) and embedded file confirms credential theft with malware components.
D567,Malicious,0.88,Sender known malicious with network call on open and high behavioral (0.04) and AMSI scores (0.08). High return path reputation (0.23) with expired certificate and site visual similarity (0.37) indicates sophisticated attack.
D568,Warning,0.64,High temp email likelihood (0.38) with invoice verification request and multiple URLs. Moderate content spam score (0.06) but minimal malicious indicators suggest verification required.
D569,Malicious,0.89,Sender known malicious with high temp email likelihood (0.13) and behavioral sandbox score (0.13). High exfiltration behavior (0.46) with very high content spam score (0.81) and URL reputation (0.52) confirms data theft campaign.
D570,Malicious,0.90,Sender known malicious with very high behavioral sandbox score (0.62) and high temp email likelihood (0.26). Multiple execution processes with high exfiltration behavior (0.15) indicates advanced persistent threat.
D571,Warning,0.62,Wire transfer request with high SMTP geo risk (0.81) but minimal behavioral indicators. Financial social engineering pattern requiring verification of legitimacy.
D572,Warning,0.68,Return path known malicious with high SMTP geo/reputation risks (0.56/0.79). Self-signed certificate with failed authentication suggests infrastructure concerns requiring monitoring.
