File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),Authentication & Identity Assurance,total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
0.0,D951,0,1.7992015010861717e-12,0,0.6539067615790223,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0833401333134269,0,0,0.4105618121061781,0,0.4638741695843958,0.4515281050075603,0.0205529825009381,0,0,0,1.0,0,0.0141181265673853,0,none,0.4112944841449279,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.3,3,0,1,0,0,0.0540286534479855,valid,0.0503349477073222,1.6772011149316272e-06,0,1,0
1.0,D952,0,2.0185679640563684e-09,0,0.6669088907246544,0,0,0,0.5491881657223517,0,0,0,1,0,0,1.1169680021469983e-10,0.4080595202208485,0,0,0,0,0.045312901990095,0,2,4,0.182089367673773,"[""outlook.exe""]",0,0,5.672426212110597e-05,0,0,1.1895863444147628e-05,0,0.0001601853540991,0.0001637137517659,0.0036544396429176,0,0,0,1.0,0,4.429673033352394e-05,0,legal_threat,0.0053861755805188,0,0,0,0,0.0,0,pass,pass,fail,1,TLS 1.2,0,0,0,0,0,7.738540283917763e-10,self signed,3.840390997110547e-06,1.1498014404600974e-06,1,1,0
1.0,D953,0,4.45447601154908e-06,0,1.719118034330156e-05,0,0,1,0.3408886488749386,0,0,0,0,0,0,1.080283218130556e-05,0.0839948715313673,0,0,0,0,0.1319596355927715,0,1,4,1.6061479248711398e-66,"[""acrobat.exe""]",0,0,5.494151828537334e-09,0,0,0.0055040282432454,0,0.0003262976239508,0.4967949025455035,0.1532482763908147,0,0,0,0.5,0,0.2461043514873007,0,link_click,0.0418340523983247,0,0,0,0,0.0,0,softfail,neutral,fail,1,TLS 1.3,0,0,2,0,0,0.0532818100795791,mismatch,9.040040552170796e-13,1.6391862771453922e-17,0,1,0
0.0,D954,1,0.0001032034411919,0,0.0038027224880138,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.004171247137599,0,0,0.0007191795875725,0,0.2625342485919087,1.9764481401991893e-08,0.5159470007949771,0,0,0,1.0,0,0.196126344196147,0,bank_detail_update,0.5493815572061375,0,0,0,0,0.0,0,pass,pass,none,1,TLS 1.2,0,0,0,0,0,1.5148126183005862e-05,valid,0.1845243437979613,0.7388661055570205,0,1,0
1.0,D955,0,0.0023994805014969,0,0.9137920941745,0,0,0,0.1135504256031618,0,0,0,0,0,0,0.0580970217100347,0.0015634415811808,0,0,0,0,0.7438851238770352,0,0,5,3.4924504876094566,"[""winword.exe"", ""powershell.exe""]",0,0,4.900930629756598e-05,0,0,6.904172913473563e-06,0,0.8109887383012216,0.0069331172989093,0.1678715035883862,0,0,0,1.0,0,0.2948285273444421,1,vpn_or_mfa_reset,8.607123543962194e-24,0,0,0,0,0.0,0,fail,neutral,fail,1,TLS 1.2,0,0,3,0,0,7.67265663091488e-12,valid,5.900283392457994e-10,0.6287082817689882,1,1,0
0.0,D956,0,0.8458215425528527,0,1.3642703708569863e-06,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0029100806455761,0,0,3.7377108984487374e-05,0,5.255984128620938e-12,0.0034538618896806,0.0613783220013407,0,0,0,1.0,0,0.0028679211829858,0,wire_transfer,5.908190095646064e-16,0,0,0,0,0.0,0,softfail,policy,fail,1,TLS 1.3,3,1,0,0,0,5.711466873944734e-09,self signed,0.0198636759806478,6.558934546635847e-07,0,1,0
1.0,D957,0,0.1347164761435601,0,1.7508085197217038e-08,0,0,0,0.0002428297825037,0,1,0,0,5,0,3.763556824829657e-05,9.149996487190611e-05,0,0,0,0,0.6633080899211569,0,0,4,1.7944948955138622e-179,"[""winword.exe"", ""powershell.exe"", ""regsvr32.exe""]",0,0,0.0300643577249328,0,0,0.0217662125777085,0,0.0040348934752253,0.4937291581543483,0.000340875149779,0,0,0,1.0,0,4.486167087557369e-08,0,gift_card_request,0.4819291042979692,0,0,0,0,0.0,0,pass,none,pass,1,TLS 1.2,0,0,0,0,0,4.1881308429553365e-09,valid,0.0007722390525209,3.133225566583964e-06,0,1,0
1.0,D958,0,1.58871330292847e-07,0,2.5679977534110267e-05,0,0,0,0.1348129885325667,0,0,0,0,0,0,0.0019167204905535,0.0019672567016247,0,0,0,0,0.3981028875538251,0,0,4,4.2775756222202205e-26,"[""excel.exe""]",0,0,0.1929133952301616,0,0,0.0019375730490092,0,0.0003584299533945,0.7048495779419373,5.255055816526787e-07,0,0,0,0.5,0,1.6806622701421895e-06,0,none,2.174210046395869e-06,0,0,0,0,0.0,0,pass,pass,pass,1,SSL,0,0,0,0,0,0.0768538779718363,mismatch,0.6271971664189803,0.001624378877063,0,1,0
1.0,D959,0,0.0482426966838242,0,3.944373988396194e-07,0,0,0,0.1207801497519351,0,0,0,0,0,0,0.0683254806800311,6.863889225069762e-05,0,0,0,0,0.1324673127923297,0,0,4,1.6139494799712923e-10,"[""winword.exe"", ""powershell.exe""]",0,0,0.0042324672321237,0,0,0.0015349743048896,0,0.0374495536507225,0.0238276153650848,0.0596606809331258,0,0,0,1.0,0,6.804681989208041e-10,0,none,1.94232324459702e-08,0,0,0,0,0.0,0,fail,neutral,pass,1,SSL,0,0,0,0,0,0.0004730670909097,expired,0.0001399468750452,0.0005910746297981,0,1,0
0.0,D960,0,3.727632257257644e-09,0,6.224449987389236e-05,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0143659280708296,0,0,5.4668325760321474e-05,0,1.2260833775938173e-08,0.0001862206536458,0.071516544838313,0,0,0,1.0,0,2.146573096518228e-17,0,invoice_verification,0.1591175121714324,0,0,0,0,0.0,0,fail,none,none,1,TLS 1.2,0,0,0,0,0,0.2199384452311494,valid,8.849105431255778e-14,0.2607201574270185,0,1,0
