Data ID,Classification,Confidence Score,Detailed Justification
D86,No Action,0.85,"Email shows minimal risk indicators across all 68 signals. Sender not known malicious (0), good domain reputation (0.0059), no spoofing detected, no malicious attachments, SPF passes with DKIM/DMARC failures likely due to configuration issues. SMTP IP flagged malicious (1) but single URL has excellent reputation and valid SSL. No urgency keywords or high-risk request types detected."
D87,No Action,0.92,"Exceptionally clean email profile with perfect authentication triad (SPF/DKIM/DMARC all pass), extremely low sender domain risk (5.91e-13), DMARC enforced (1), no malicious attachments or behaviors. Contains 2 URLs but all show safe reputation scores. TLS 1.3 encryption, valid SSL certificate. QR code present but marked non-malicious (1). No urgency patterns or suspicious request types."
D88,Spam,0.78,"High temporary email likelihood (0.752) strongly indicates spam source. Failed SPF authentication while DKIM neutral, very low domain reputation scores suggest bulk/automated sending. No attachments present but exhibits bulk messaging characteristics. HTML/text ratio normal but temporary email usage and authentication failures point to spam rather than malicious intent."
D89,Warning,0.73,"Mixed risk signals present - reply path known malicious (1) combined with gift card request type (common social engineering vector) creates concern. Failed DKIM with no DMARC record, moderate SMTP IP geo risk (0.165), urgency keywords present (1). While overall threat scores remain low, the gift card request pattern with authentication failures warrants cautious monitoring."
D90,Malicious,0.91,"File definitively marked malicious (1.0) with YARA rule match (1), suspicious metadata score present, wire transfer request combined with urgency keywords (1) indicates financial fraud attempt. Complete authentication failure (SPF/DKIM/DMARC all fail), parent process winword.exe detected in sandbox indicating document-based malware delivery. High exfiltration behavior score (0.153) confirms data theft capability."
D91,Malicious,0.88,"File marked malicious (1.0) with extremely high behavioral sandbox score (0.801) and maximum exfiltration score (0.981) indicating active data theft malware. Document download request type with parent process winword.exe confirms document-based attack vector. Contains 4 embedded files with suspicious entropy patterns suggesting obfuscated payloads."
D92,No Action,0.81,"Clean security profile with no malicious indicators detected across all file analysis metrics. Moderate domain reputation (0.030), good SPF authentication success, no attachments present. Return path shows elevated risk (0.532) but lacks supporting malicious indicators. Temporary DKIM errors present but overall communication pattern suggests legitimate business email."
D93,Warning,0.69,"Sensitive data request type detected combined with very high SMTP IP reputation risk (0.806) creates concern for data harvesting attempt. Good SPF/DKIM authentication but DMARC shows temporary error. Low file attachment risks but the sensitive data request combined with sender reputation issues warrants careful monitoring and user awareness."
D94,Malicious,0.93,"File marked malicious (1.0) with high metadata suspicious score (0.220), behavioral sandbox score (0.084), and extremely high AMSI suspicion score (0.896) indicating script-based threats. Meeting request type used for social engineering, expired SSL certificate on destination. Parent process winword.exe confirms document-based attack attempting to bypass security controls."
D95,Malicious,0.95,"File malicious (1.0) with unscannable attachment present (1), high sandbox behavioral scores (0.394, 0.450), and significant exfiltration behavior (0.650). YARA rule match (1) with return path known malicious (1). Complete authentication failure across all protocols. Contains 7 embedded files indicating multi-stage attack payload with active exploitation capabilities."
D96,Warning,0.71,"Mixed security signals - good SPF authentication but self-signed SSL certificate presents risk. Domain known malicious (1), URL shortener detected, marketing keywords present. Contains 2 URLs with moderate reputation concerns (0.099). No malicious files detected but infrastructure concerns and URL manipulation techniques suggest potential phishing campaign."
