Data ID,Classification,Confidence Score,Detailed Justification
D501,Warning,0.64,Wire transfer request with high return path reputation score (0.56) and expired SSL certificate. High content spam score (0.09) with URL rendering behavior (0.10) suggests potential fraud but no direct malware indicators detected.
D502,Spam,0.72,High content spam score (0.27) with failed authentication (SPF/DKIM failed). High site visual similarity score (0.37) suggests brand impersonation in bulk messaging campaign without malicious payload.
D503,No Action,0.78,Minimal suspicious indicators with good authentication status. Low behavioral scores and valid SSL certificate suggest legitimate communication with standard monitoring required.
D504,Warning,0.69,Sender spoof detected with high sender domain reputation (0.76) but high content spam score (0.54). SSL certificate mismatch and failed SPF suggest potential deception requiring verification.
D505,Warning,0.66,Gift card request with high reply path reputation score (0.45) and failed authentication across SPF/DKIM/DMARC. Self-signed certificate with high URL rendering behavior (0.47) warrants caution.
D506,Malicious,0.87,Sender known malicious with high temp email likelihood (0.41) and wire transfer request. Multiple behavioral indicators including AMSI score (0.10) and high URL rendering behavior (0.29) with failed authentication confirms financial fraud attempt.
D507,Malicious,0.89,Sender known malicious with DMARC enforced but document download request. Very high URL reputation score (0.95) with moderate AMSI score (0.19) and high exfiltration behavior (0.34) indicates advanced malware delivery.
D508,Warning,0.61,High temp email likelihood (0.10) with URL shortener detected and certificate mismatch. High URL rendering behavior (0.75) but no direct malicious indicators suggest monitoring for potential deception.
D509,Warning,0.58,Sensitive data request with high SMTP geo/ASN risk scores (0.82). URL reputation concerns (0.11) but minimal behavioral indicators suggest social engineering attempt without malware.
D510,Malicious,0.85,Sender known malicious with return path known malicious and meeting request. High content spam score (0.18) with final URL spoof detected and high SMTP geo risk (0.70) confirms social engineering attack.
D511,Malicious,0.94,Sender known malicious with 5 YARA matches and 3 IOC hits. Very high AMSI score (0.54) with self-signed certificate and high URL reputation (0.83) indicates multiple threat signatures detected.
D512,No Action,0.81,Excellent sender domain reputation (0.96) with minimal suspicious indicators. Good authentication status and low behavioral scores suggest legitimate high-priority communication.
D513,Malicious,0.88,Sender known malicious with high temp email likelihood (0.23) and legal threat request. Return path known malicious with embedded files and moderate behavioral scores confirm social engineering with technical threats.
D514,Malicious,0.92,Sender known malicious with DMARC enforced but very high behavioral sandbox score (0.67). Link click request with high content spam score (0.63) and site visual similarity (0.45) confirms phishing attack.
D515,Warning,0.67,Bank detail update request with very high content spam score (0.94) but failed authentication. Social engineering pattern requiring financial verification despite minimal technical threats.
D516,Malicious,0.83,Sender known malicious with DMARC enforced and VPN/MFA reset request. Network call on open detected with reply path known malicious flag indicates credential harvesting attempt with callback capability.
D517,Malicious,0.95,Sender known malicious with 7 malicious attachments and unscannable attachment. VPN/MFA reset with high behavioral (0.23) and exfiltration scores (0.81) plus very high URL rendering behavior (0.69) confirms advanced credential theft.
D518,Malicious,0.84,Sender known malicious with high temp email likelihood (0.26) and moderate behavioral scores. Multiple execution processes with high exfiltration behavior (0.36) and URL rendering (0.07) indicates data theft capabilities.
D519,Warning,0.63,Invoice verification with failed SPF and high URL rendering behavior (0.09). Moderate suspicious indicators but no direct malware suggest verification required for legitimacy assessment.
D520,Malicious,0.91,Sender known malicious with high temp email likelihood (0.25) and very high behavioral sandbox score (0.57). Multiple URLs with high exfiltration behavior (0.49) and URL reputation (0.26) confirms advanced threat.
D521,Malicious,0.92,Sender known malicious with high metadata score (0.15) and very high behavioral sandbox score (0.41). Multiple execution processes with embedded file and link rewritten through redirector confirms sophisticated attack infrastructure.
D522,Warning,0.65,Wire transfer request with high content spam score (0.11) and self-signed certificate. Failed SPF but minimal behavioral indicators suggest financial fraud attempt without malware payload.
D523,Warning,0.58,High sender domain reputation (0.67) with high temp email likelihood (0.27). Moderate suspicious indicators with failed authentication warrant monitoring for potential bulk distribution.
D524,No Action,0.75,Minimal suspicious indicators with permerror DMARC and valid SSL certificate. Low behavioral scores suggest legitimate communication with minor authentication issues.
D525,Warning,0.59,High content spam score (0.41) with failed SPF but minimal malicious indicators. Infrastructure concerns and bulk characteristics warrant monitoring approach.
D526,Warning,0.68,Gift card request with high reply path reputation (0.85) and failed authentication. Social engineering pattern with moderate content spam score (0.06) requires verification.
D527,Malicious,0.86,Sender known malicious with excellent sender domain reputation (0.92) but embedded file detected. Wire transfer request with high sandbox execution time and URL reputation (0.32) suggests sophisticated spoofing attack.
D528,Malicious,0.90,Sender known malicious with high behavioral (0.44) and AMSI scores (0.80). Document download with high exfiltration behavior (0.73) and embedded file confirms malware delivery with data theft capabilities.
D529,Warning,0.60,High temp email likelihood (0.28) with SSL protocol downgrade and failed DKIM. URL rendering behavior (0.04) but minimal threats suggest monitoring for potential security bypass.
D530,Warning,0.73,Sensitive data request with self-signed certificate and very high URL rendering behavior (0.96). Failed DKIM with high site visual similarity (0.20) suggests credential phishing attempt.
D531,Malicious,0.93,Sender known malicious with extremely high metadata score (0.88) and meeting request. Very high return path reputation (0.91) with embedded file and failed authentication confirms advanced spoofing with malware.
D532,Malicious,0.89,Sender known malicious with 3 YARA matches and high temp email likelihood (0.81). High behavioral (0.29) and AMSI scores (0.10) with high-risk role targeted and embedded files indicates executive targeting campaign.
D533,No Action,0.76,Minimal suspicious indicators with failed authentication but low behavioral scores. Standard business communication pattern with acceptable risk levels.
D534,Malicious,0.94,Sender known malicious with high sender domain reputation (0.63) and legal threat request. 7 URLs detected with AMSI score (0.53) and self-signed certificate confirms social engineering with technical threats.
D535,Malicious,0.96,Sender known malicious with authentication component and very high temp email likelihood (0.91). Link click request with return path known malicious and extremely high site visual similarity (0.94) confirms sophisticated brand impersonation attack.
D536,Warning,0.62,Bank detail update with high sender domain reputation (0.44) and high-risk role targeted. High URL reputation (0.68) with failed authentication suggests executive-targeted financial social engineering.
D537,Malicious,0.91,Sender known malicious with VPN/MFA reset request and high metadata score (0.07). Reply path known malicious with very high exfiltration behavior (0.84) and embedded file confirms credential harvesting with data theft.
D538,Warning,0.66,Urgent callback request with high-risk role targeted but minimal technical threats. High content spam score (0.31) with failed authentication warrants verification of urgency claims.
D539,Malicious,0.88,Sender known malicious with very high metadata score (0.39) and high exfiltration behavior (0.51). Multiple URLs with high content spam score (0.47) indicates data theft campaign with bulk distribution.
D540,Warning,0.57,Link click request with return path known malicious but minimal other threats. High site visual similarity (0.36) suggests potential phishing requiring verification.
D541,Malicious,0.95,Sender known malicious with extremely high metadata score (0.79) and 7 URLs. Very high content spam score (0.96) with multiple execution processes and high URL reputation (0.52) confirms advanced malware distribution.
D542,Malicious,0.94,Sender known malicious with macro-enabled document and network call on open. Wire transfer request with return path known malicious and very high AMSI score (0.63) confirms BEC attack with malware components.
D543,Warning,0.63,Wire transfer request with high sender domain reputation (0.63) and return path known malicious. High URL reputation (0.56) with high-risk role targeted suggests executive-targeted financial fraud.
D544,Malicious,0.89,Sender known malicious with gift card request and very high behavioral sandbox score (0.42). Multiple execution processes with high exfiltration behavior (0.60) and certificate mismatch confirms BEC attack with technical threats.
D545,Malicious,0.91,Sender known malicious with sender spoof detected and high temp email likelihood (0.37). Very high metadata (0.44) and AMSI scores (0.58) with high exfiltration behavior (0.77) confirms advanced spoofing with malware.
D546,Malicious,0.93,Sender known malicious with 3 YARA matches and high sender domain reputation (0.61). Very high AMSI score (0.46) with high-risk role targeted and self-signed certificate confirms executive-targeted advanced threat.
D547,Warning,0.61,Invoice verification with self-signed certificate and moderate SMTP geo risk (0.23). Minimal behavioral indicators but social engineering pattern warrants verification.
D548,Malicious,0.87,Sender known malicious with high sender domain reputation (0.60) and very high temp email likelihood (0.53). High reply path reputation (0.75) with behavioral scores indicates sophisticated spoofing campaign.
D549,Malicious,0.92,Sender known malicious with high metadata score (0.08) and very high behavioral sandbox score (0.32). Multiple execution processes with high exfiltration behavior (0.56) and content spam score (0.24) confirms advanced malware.
D550,Warning,0.64,Wire transfer request with self-signed certificate and moderate SMTP geo risk (0.26). Failed authentication and social engineering pattern warrant verification despite minimal technical threats.
