File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),Authentication & Identity Assurance,total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
1.0,D351,0,8.751857071260306e-05,0,1.964868998486669e-13,0,0,0,0.6250180850737588,0,1,0,0,0,0,4.6741228937562245e-09,0.2803961359449761,0,0,1,0,0.7277285814023963,0,0,5,9.743151223257841e-51,"[""winword.exe"", ""powershell.exe""]",0,0,0.2131970217489111,0,0,0.0004769078606018,0,0.1095131152064083,2.13558142090328e-06,0.6839104191456177,0,0,0,1.0,0,4.614678645762175e-08,0,vpn_or_mfa_reset,6.435143252854963e-16,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.3,1,0,0,0,0,0.3707068031635442,valid,8.24521164884055e-08,5.031649664088707e-12,0,1,0
0.0,D352,0,0.0015102684698296,0,0.6544630259273323,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.8224344807327707,0,0,2.8293796025002545e-05,0,7.840307759720115e-07,0.0632881606412608,0.0017535415040815,0,6,0,0.0,0,0.0013466011572442,0,urgent_callback,0.0023030928476953,0,0,0,0,0.0,0,fail,pass,none,1,TLS 1.3,0,0,0,0,0,0.0195207377808928,valid,0.0040481589170436,4.0772201104024346e-17,0,1,0
1.0,D353,0,0.0107489851369388,0,4.615640099673708e-05,0,0,0,0.0007026677669903,0,0,0,0,0,0,0.0079091418998134,0.0001050520167874,0,1,0,0,0.0466080620653644,0,0,5,5.086330878703846e-10,"[""winword.exe""]",0,0,9.01879765024518e-05,0,0,6.475645236726549e-11,0,0.1014723333799567,0.0020742379560894,0.0086158787281307,0,0,0,1.0,0,0.1142993773775013,0,none,0.0003200437796662,0,0,0,0,0.0,0,fail,fail,temperror,1,TLS 1.2,0,0,0,0,0,0.229397514935378,valid,0.2012015855011621,1.0958270410074298e-14,0,1,0
0.0,D354,0,6.314345685582696e-08,0,2.581373895577864e-09,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,1.955737895115177e-05,0,0,0.0017748180355976,0,0.1532427787577333,0.0120101005672945,1.6774113020613533e-06,0,0,0,0.5,0,0.0013352333669902,0,link_click,0.8746125167137302,0,0,0,0,0.0,0,pass,policy,pass,1,SSL,2,0,0,0,0,2.484435832509275e-06,valid,0.0183613966688661,3.4884008260943254e-22,0,1,0
1.0,D355,0,0.0003086542038925,0,0.0796300682065756,1,0,0,0.0657547558188438,0,0,0,0,0,0,0.1780337493517043,0.1055031800601283,0,0,0,0,0.95205752403822,0,0,6,1.5086210080616794e-41,"[""excel.exe"", ""cmd.exe"", ""powershell.exe""]",0,0,1.1887447578791476e-05,0,0,0.0064664790352714,0,4.566783975258025e-12,0.9258185087413934,0.2426155532220205,0,0,0,1.0,0,0.0051918608007928,0,none,0.0077023217165692,0,0,0,0,1.1,0,pass,fail,none,1,TLS 1.2,0,0,0,0,0,1.0009903350179323e-09,expired,0.0004719907983417,0.005520946693471,0,1,0
1.0,D356,0,2.2314481497611893e-08,0,0.0003269455604086,0,0,0,0.0026578790358648,0,0,0,0,0,0,0.0005277499825895,0.3710536013974547,0,0,0,0,0.1334573946387815,0,1,4,118.15946564102336,"[""winword.exe""]",0,0,0.0002930789668159,0,0,0.0089194797675123,0,0.0515431426654526,0.0538129162955944,0.5233122108429765,0,0,0,1.0,0,0.5355783051513591,0,wire_transfer,0.0190689247645431,0,0,0,0,0.0,0,fail,policy,none,1,TLS 1.3,1,0,0,0,0,2.866687477463164e-05,valid,0.0275377525564311,0.32355043279666,0,1,0
0.0,D357,0,0.1983894130438806,0,2.977118441925973e-07,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0111995684956,0,0,0.0120964103669189,0,5.967846366916695e-05,0.0001507978652708,0.2862372866588186,0,0,0,1.0,0,0.1593402857314413,0,wire_transfer,0.0021391490990383,0,0,0,0,0.0,0,pass,policy,temperror,1,TLS 1.2,0,0,0,0,0,4.030084131132135e-08,valid,0.0059916369009752,1.0520334381327246e-20,0,1,0
1.0,D358,0,0.9393448405027316,0,0.0299223261721801,0,0,0,0.0733993967232566,0,0,0,0,0,0,0.0012345255899731,5.13919430889688e-05,0,0,0,1,0.8028305858826981,0,0,4,4.287906913314822e-16,"[""winword.exe"", ""powershell.exe"", ""regsvr32.exe""]",0,0,6.355188557197702e-12,0,0,0.0002928995772729,0,0.3099880128574948,0.383332313551624,0.4238357818828894,0,0,0,1.0,0,0.0002274857961642,0,gift_card_request,0.0218096478666369,0,0,0,0,0.0,0,pass,policy,temperror,1,TLS 1.2,0,0,0,0,0,0.19568932538228,valid,9.986571391846484e-06,1.7827640066710975e-08,0,0,0
1.0,D359,0,0.0003868697056708,0,0.1733726052999678,0,0,0,0.2464098377820427,0,1,0,0,0,0,0.636246758322653,0.5715183679902456,0,0,0,0,0.3838684413309532,0,1,7,2.3153376550839153e-38,"[""excel.exe""]",0,0,0.1969161873132225,0,0,6.620367623029299e-08,0,0.2144960332981323,0.0014665302945772,0.353260639230484,0,0,0,0.5,0,4.437809039236474e-06,0,none,0.0128737104592862,0,0,0,0,0.0,0,fail,temperror,temperror,1,TLS 1.2,0,0,0,0,0,2.5844505060994856e-13,valid,1.5968863814991133e-17,0.8485555916302969,0,1,0
1.0,D360,0,1.5624774994550145e-07,0,0.2384496735371531,0,0,0,0.3840345259188275,0,0,0,0,0,0,9.87554871152279e-09,0.0002951775772186,0,0,0,0,0.4163185042607032,0,0,4,1.792517696786728e-112,"[""winword.exe"", ""powershell.exe""]",0,0,0.0979273676175975,0,0,1.3038319648568435e-06,0,0.8988039282950461,2.285877681646504e-05,0.0007092219956668,0,0,0,1.0,0,0.0011722010063245,0,none,5.934590299786461e-09,0,0,0,0,0.0,0,pass,fail,temperror,1,TLS 1.1,0,0,0,0,0,0.1322278759561422,valid,0.0567037336243278,1.1209812817619358e-09,0,1,0
0.0,D361,0,0.0612684624481234,0,1.1959953546594473e-08,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.7572859941924892,0,0,0.5104982993640813,0,0.0358783851566967,0.0002416205241949,0.0007599991769538,0,0,0,0.0,0,1.7232692945097365e-06,0,invoice_verification,0.0104865712871495,0,0,0,0,0.0,0,fail,neutral,none,1,TLS 1.3,1,0,0,0,0,0.0558294956140005,valid,0.0258455663321719,1.1900568501078165e-18,0,1,0
1.0,D362,0,0.0360040590247079,0,0.3358046127308842,0,0,0,0.0009541824513595,0,0,0,0,0,0,0.3226777799348539,0.0074518968171562,1,0,0,0,0.6249021125501857,0,0,7,2.446998727362204e-24,"[""winword.exe"", ""powershell.exe""]",0,0,4.533002606982328e-05,0,0,0.0003394208661142,0,0.0702575444312321,0.0067385683802059,0.0065790089992177,0,0,0,1.0,0,3.7243153919975183e-16,0,none,0.147386379603694,0,0,0,1,0.0,0,pass,none,permerror,1,TLS 1.3,2,0,0,0,0,0.0031450101119142,valid,0.0014381880422141,0.0423192218491998,0,1,0
1.0,D363,0,0.4175641030624215,0,0.0816720411303348,0,0,0,0.1197040930873409,0,0,0,0,0,0,0.7369038674271382,0.0005649141224286,1,0,0,0,0.7101691353468809,0,0,6,0.0024939664569698,"[""winword.exe"", ""powershell.exe"", ""regsvr32.exe""]",0,0,0.0001483466117466,0,0,0.4751895690810061,0,0.0006996039608713,0.3470114811938344,0.0414634505080728,0,0,0,1.0,0,9.938430217690581e-20,0,none,0.0003142317010178,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.3,0,0,0,0,0,0.2978595506505462,expired,1.3046170538874157e-05,0.0065728761243578,0,1,0
