File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),Authentication & Identity Assurance,total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
0.0,D251,0,0.0015737014426718,0,0.0005950129230345,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0014202123174844,0,0,0.0029465689521712,0,0.0047241459818516,0.0371532333319297,8.495561461410263e-05,0,0,0,1.0,0,4.355799992003197e-09,0,sensitive_data_request,8.611100569447965e-12,0,0,0,0,0.0,0,fail,neutral,none,1,TLS 1.2,1,0,0,0,0,1.1233208068479278e-06,valid,0.0056977861163729,0.0007010874893842,0,1,0
1.0,D252,1,0.0030165301438955,0,0.0084613218002681,1,0,0,0.02837247121515,0,0,0,0,0,0,0.0013381384771255,0.2064419081900279,0,0,0,0,0.5049685977960825,0,1,5,4.7762120434770495e-05,"[""winword.exe""]",1,0,7.798226409834326e-09,0,0,0.0069726968511775,0,1.500134676683582e-13,1.846192392768276e-05,7.636665732870261e-07,0,2,0,1.0,0,0.0007688735125032,0,meeting_request,0.0102761998064539,0,0,0,1,0.0,0,pass,none,fail,1,TLS 1.3,0,0,0,0,0,0.1388058893314105,valid,0.0624412763737099,0.0001408779581508,0,1,0
1.0,D253,0,1.0061144075273646e-05,0,0.0033715156625743,0,0,0,0.0810109332757877,0,0,0,1,0,0,1.629393534500748e-05,0.009963172496523,0,0,0,0,0.9900822812660068,0,0,4,7.47893315802099e-47,"[""winword.exe""]",0,0,9.000946217613916e-05,0,0,4.096789510995807e-09,0,0.8937786408489161,7.276020096837012e-08,0.2766125247250416,0,0,0,1.0,0,1.2645331219021984e-08,0,none,4.83277422366963e-16,0,0,0,0,0.0,0,fail,pass,none,1,TLS 1.3,0,0,0,0,0,5.388396304970659e-07,valid,5.1065280524129405e-11,0.0128086641918205,0,1,0
0.0,D254,0,0.2732599181300727,0,2.5799259690946627e-18,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0011157598232082,0,0,2.478333780623785e-18,0,0.0030754623606327,0.0055438911906562,0.0062619779177864,0,0,1,1.0,0,0.025211850648058,0,none,4.852605583544059e-16,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.1,0,0,0,0,0,0.0011995849673475,expired,2.064302386515707e-06,3.37797920857812e-08,0,1,0
1.0,D255,0,0.0030166788508327,0,0.0034307907309483,0,0,0,0.0009773703151092,0,0,0,0,0,0,8.43178860874179e-07,0.0018353651215715,0,0,0,0,0.6519238176492734,0,0,4,8.662215789629411e-07,"[""outlook.exe""]",0,0,0.1148620225735565,0,1,0.5686778821458127,0,3.856716146710248e-05,0.0170753929094676,0.0018674993969868,0,0,0,1.0,0,1.376311261524514e-07,0,legal_threat,0.0182285367206088,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.2,3,0,0,0,0,0.0028855218159608,valid,4.260343059498068e-10,0.0865102233756125,0,1,0
1.0,D256,0,0.26878938158717,0,1.8391667204851112e-05,0,0,1,0.2195814508877137,0,0,0,0,0,0,0.0235412512828161,1.8554790282569217e-07,0,0,0,0,0.5865169321785385,0,0,5,1.2669646928562872e-15,"[""acrobat.exe""]",0,0,9.937265317141439e-12,0,0,8.34913396705403e-05,0,5.26794636984344e-05,4.191317948666613e-05,0.0091427644854526,0,0,1,1.0,0,0.0002170092166991,0,link_click,1.0865029601107532e-18,0,0,0,0,0.0,0,pass,pass,temperror,1,TLS 1.2,1,0,0,0,0,0.0198325465760607,self signed,1.3318942123999775e-06,4.094817156993461e-06,0,1,0
0.0,D257,0,0.0277557844780857,0,0.0088251544090923,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0288051490844586,0,0,2.3803072161865804e-06,0,0.0008241610239218,0.0849359937676155,0.150305894940492,0,0,0,1.0,0,0.0003011657722992,0,bank_detail_update,0.0153514464230256,0,0,0,0,0.0,0,pass,neutral,temperror,1,TLS 1.2,2,0,0,0,0,5.536402446397078e-05,expired,4.500611002694184e-06,0.0044488683677393,0,1,0
1.0,D258,0,0.0104257751992458,0,0.1169124821524275,0,0,0,0.0200676801741257,4,0,0,0,0,0,0.0055797101305654,0.0470922269021995,0,0,0,0,0.6355606115615101,0,0,4,5.5334448823135845e-05,"[""winword.exe"", ""powershell.exe""]",0,0,0.0097179557677174,0,0,0.1268976963238674,0,0.0208765167485761,0.017203682050838,0.2196235011360669,0,0,0,0.0,0,0.0032783825553583,0,vpn_or_mfa_reset,0.0171015949020464,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.3,3,0,0,0,0,0.0015343205829373,self signed,0.982752570259063,5.699585231352728e-08,0,1,0
0.0,D259,0,6.494580660364535e-05,0,0.0386195248126617,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,4.588954228926265e-07,0,0,0.1344687375146344,0,0.95389186597911,0.1041770250494884,0.0518729906321251,0,0,0,0.5,0,0.0025043186399827,0,urgent_callback,0.0298749445794373,0,0,0,0,0.0,0,pass,policy,fail,1,TLS 1.1,2,0,0,1,0,0.8621477092443609,mismatch,5.108324455337056e-05,0.0016039597114128,0,1,0
1.0,D260,0,0.0001105195694101,0,1.4286256447646643e-06,0,0,0,0.0006648544741896,0,0,0,0,0,0,0.0189463633622295,0.0035580228818741,0,0,0,0,0.2446505877949302,0,0,4,5.058800454391479e-47,"[""winword.exe""]",0,0,6.999286619535686e-08,0,0,6.706411652213187e-14,0,0.4713308222997456,0.205715169110052,0.2891055749811025,0,0,0,1.0,0,4.323618754444931e-12,0,none,0.0206415586659162,0,0,0,0,0.0,0,pass,fail,pass,1,TLS 1.1,0,0,0,0,0,0.025123624465629,valid,1.044662817985492e-05,3.513091490282803e-07,0,0,0
0.0,D261,0,0.1771618290262583,0,6.533383913038327e-08,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,1.3576193543344564e-11,0,0,8.717936262683035e-05,0,0.0154044666069625,0.0010558991409667,0.0009278264094305,1,0,0,0.5,0,0.310107565563862,0,link_click,0.0103415923832149,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.3,0,0,0,0,0,2.093196613122704e-07,valid,3.9532158606261125e-14,1.6816589047336828e-11,0,1,0
