Data ID,Classification,Confidence Score,Detailed Justification
D201,No Action,0.80,"Low-risk email with minimal suspicious indicators. All critical threat signals are zero (sender not malicious, no attachments, no malicious content). Authentication mixed (SPF softfail, DKIM permerror, DMARC none) but no actionable threats detected. Valid SSL certificate and minimal behavioral scores indicate legitimate communication."
D202,Malicious,0.89,"High-confidence malicious classification. Sender flagged as known malicious (1.0), high temporary email likelihood (0.17), authentication failures (SPF fail, DKIM fail, DMARC fail), self-signed SSL certificate. Malicious sender designation takes priority for threat classification."
D203,Malicious,0.87,"High-confidence malicious classification. Sender flagged as known malicious (1.0), gift card request type, self-signed SSL certificate. Despite minimal behavioral indicators, malicious sender flag takes priority for threat classification."
D204,Malicious,0.92,"High-confidence malicious classification. Sender flagged as malicious (1.0), executable attachment detected, high exfiltration behavior score (0.72), wire transfer request type, process execution detected (winword.exe). Multiple critical malicious indicators align."
D205,Malicious,0.94,"Very high confidence malicious with sender flagged (1.0), high metadata suspicious score (0.20), YARA matches (2), document download request, reply path known malicious, high URL rendering behavior score (0.77). Strong malicious behavioral patterns."
D206,No Action,0.75,"Low-moderate risk with good authentication patterns and no critical malicious indicators. All behavioral and attachment scores are minimal, valid SSL certificate. Moderate return path reputation concern (0.36) insufficient for higher classification."
D207,Warning,0.66,"Moderate risk due to sensitive data request type and high SMTP reputation concern (0.92). Authentication failures (SPF fail, DKIM policy, DMARC fail) and moderate site visual similarity score (0.50) warrant monitoring."
D208,Malicious,0.95,"Extremely high confidence malicious with sender flagged (1.0), very high metadata suspicious score (0.95), high exfiltration behavior score (0.90), meeting request type, embedded files detected, process execution. Critical threat indicators."
D209,Malicious,0.89,"Strong malicious indicators with sender flagged (1.0), sender spoof detected, high behavioral scores, process execution detected. Authentication failures and moderate URL reputation concerns support malicious classification."
D210,Warning,0.69,"Moderate concern due to user previously marked as spam, high SMTP reputation issues (0.46), mixed authentication patterns. No direct malicious flags but elevated risk profile warrants monitoring."
D211,Malicious,0.91,"High-confidence malicious with sender flagged (1.0), very high metadata suspicious score (0.68), high exfiltration behavior score (0.96), legal threat request type, high SMTP reputation concern (0.97). Critical malicious indicators."
D212,Malicious,0.88,"Strong malicious classification with sender flagged (1.0), executable attachment, high behavioral sandbox score (0.35), link click request type, expired SSL certificate, process execution detected (acrobat.exe)."
D213,Warning,0.73,"Elevated risk due to bank detail update request type, high sender domain reputation concern (0.46), self-signed SSL certificate. Authentication failures but no direct malicious sender flags warrant careful monitoring."
D214,Malicious,0.87,"High-risk classification with sender flagged (1.0), high sender domain reputation concern (0.79), VPN/MFA reset request, embedded files detected (2), process execution including powershell.exe. URL shortener detected adds concern."
D215,Warning,0.71,"Moderate risk due to wire transfer request type, authentication failures (DKIM fail, DMARC fail), self-signed SSL certificate, final URL malicious flag detected. Multiple concerning indicators warrant monitoring."
D216,Malicious,0.93,"Very high confidence malicious with sender flagged (1.0), high behavioral sandbox score (0.27), gift card request type, expired SSL certificate, process execution including regsvr32.exe. High site visual similarity score (0.42)."
D217,Malicious,0.90,"Strong malicious indicators with sender flagged (1.0), high metadata suspicious score (0.32), very high AMSI suspicion score (0.91), expired SSL certificate, high-risk role targeting, high site visual similarity (0.61)."
D218,Malicious,0.92,"High-confidence malicious with sender flagged (1.0), high AMSI suspicion score (0.51), high exfiltration behavior score (0.82), process execution detected, embedded files, URL redirect detected, very high site visual similarity (0.71)."
D219,Warning,0.68,"Moderate risk due to DMARC enforcement, invoice verification request type, self-signed SSL certificate, high site visual similarity score (0.28). No direct malicious flags but concerning authentication and request patterns."
D220,Malicious,0.85,"High-risk classification with sender flagged (1.0), executable attachment, high temporary email likelihood (0.60), high exfiltration behavior score (0.73), process execution detected including powershell.exe."
D221,Malicious,0.86,"Strong malicious indicators with sender flagged (1.0), very high sender domain reputation concern (0.85), high temporary email likelihood (0.31), process execution including regsvr32.exe, authentication failures."
D222,Warning,0.70,"Moderate concern due to wire transfer request type, self-signed SSL certificate, moderate urgency content (0.15). Authentication mixed (SPF softfail) but no direct malicious sender flags."
D223,Warning,0.69,"Elevated risk due to return path mismatch, high-risk role targeting, high temporary email likelihood (0.24), image-only email detected, high site visual similarity score (0.22). Multiple suspicious patterns warrant monitoring."
D224,Warning,0.67,"Moderate risk with high temporary email likelihood (0.35), authentication failures, final URL malicious flag detected, very high site visual similarity score (0.99). Concerning URL and authentication patterns."
D225,Warning,0.65,"Moderate concern due to revoked SSL certificate, unsubscribe link present, high SMTP reputation issues (0.69). Authentication partially successful but certificate status raises concerns."
D226,Warning,0.66,"Elevated risk due to gift card request type, high-risk role targeting, moderate site visual similarity score (0.06). Authentication mixed but suspicious request pattern warrants monitoring."
D227,Malicious,0.89,"High-confidence malicious with sender flagged (1.0), very high metadata suspicious score (0.75), network call on open detected, wire transfer request type, embedded files detected. Authentication failures support threat assessment."
D228,Malicious,0.93,"Very high confidence malicious with sender flagged (1.0), unscannable attachment, YARA matches (3), high exfiltration behavior score (0.88), document download request, malicious attachment count (6), spoof detected."
D229,Warning,0.67,"Moderate risk due to high-risk role targeting (2), moderate urgency content (0.20), high site visual similarity score (0.43). No direct malicious flags but elevated behavioral patterns warrant monitoring."
D230,Warning,0.64,"Moderate concern due to sensitive data request type, high SMTP reputation issues (0.78). Authentication partially successful but request type and reputation concerns warrant attention."
D231,Malicious,0.90,"Strong malicious classification with sender flagged (1.0), malicious attachment count (3), high urgency content (0.65), meeting request type, image-only email detected, high reply path reputation concern (0.94)."
D232,Malicious,0.91,"High-confidence malicious with sender flagged (1.0), executable attachment, YARA match detected, macro-enabled document, ActiveX objects detected, expired SSL certificate, high urgency content (0.59), unsubscribe link present."
D233,No Action,0.82,"Low risk profile with good authentication (SPF pass, DMARC pass) and minimal threat indicators. All behavioral and attachment scores are minimal, valid SSL certificate, normal email characteristics."
