Data ID,Classification,Confidence Score,Detailed Justification
D100,Malicious,0.89,"File marked malicious (1.0) with high metadata suspicious score (0.214), VPN/MFA reset credential theft attempt, and extremely high exfiltration behavior (0.746). Multiple parent processes including PowerShell execution. High-risk role targeted (1) with confirmed malware execution capabilities targeting authentication systems."
D78,Warning,0.74,"Wire transfer request with high-risk role targeted (1) and high reply path reputation risk (0.638). Contains 3 URLs with failed DMARC authentication. Good SPF/DKIM authentication but wire transfer request from questionable infrastructure requires user verification and caution."
D79,Malicious,0.88,"File marked malicious (1.0) with high metadata score (0.073), gift card request social engineering, and extremely high exfiltration behavior (0.790). Multiple parent processes including regsvr32.exe indicating advanced execution techniques. High-risk role targeted (1) with failed authentication protocols."
D80,Malicious,0.86,"File marked malicious (1.0) with SMTP IP known malicious (1), extremely high site visual similarity (0.874), and high exfiltration behavior (0.314). Domain known malicious (1) with self-signed SSL certificate. Brand phishing combined with confirmed malware payload from compromised infrastructure."
D81,Malicious,0.87,"File marked malicious (1.0) with high metadata score (0.127), exploit pattern detected (1), and extremely high exfiltration behavior (0.700). Multiple parent processes including PowerShell execution. High behavioral sandbox score (0.239) with embedded files indicating sophisticated malware delivery."
D82,No Action,0.81,"Invoice verification request with high-risk role targeted (1) and unsubscribe link present (1). Good SPF authentication with policy-level DKIM and good DMARC. Clean file profile with no malicious behaviors detected. Technical indicators suggest legitimate business communication."
D83,Malicious,0.90,"File marked malicious (1.0) with high metadata suspicious score (0.445), high AMSI suspicion score (0.032), and high exfiltration behavior (0.381). Multiple parent processes including PowerShell execution. High temporary email likelihood (0.129) with confirmed malware capabilities."
D84,Malicious,0.92,"File marked malicious (1.0) with return path known malicious (1), high metadata score (0.369), and extremely high exfiltration behavior (0.933). Multiple parent processes including regsvr32.exe. Embedded files (1) with extremely high URL rendering behavior (0.709) indicating sophisticated attack."
D85,Warning,0.73,"Wire transfer request with DMARC enforced (1), high-risk role targeted (1), and high temporary email likelihood (0.268). Good SPF authentication but failed DKIM/DMARC. Contains 2 URLs but no malicious files. Wire transfer from questionable infrastructure warrants verification."
D86,No Action,0.79,"Clean security profile with high sender name similarity to VIP (0.266) but failed SPF authentication. High-risk role targeted but no malicious files or dangerous behaviors detected. High URL rendering behavior (0.956) but lacks supporting malicious indicators."
D87,No Action,0.78,"Clean file profile with high-risk role targeted (1) and high temporary email likelihood (0.265). Failed authentication protocols but no malicious files or dangerous behaviors. High site visual similarity (0.287) but technical indicators suggest legitimate communication with configuration issues."
D88,No Action,0.80,"Clean security profile with high-risk role targeted (1) and good SPF authentication. Policy-level DKIM but DMARC permanent error. Self-signed SSL certificate but no malicious files or behaviors detected. Technical configuration issues rather than active threats."
D89,Warning,0.75,"Gift card request with SMTP IP known malicious (1), extremely high sender name similarity to VIP (0.697), and high content spam score (0.688). SSL certificate mismatch present. Gift card social engineering from compromised infrastructure with VIP impersonation characteristics."
D90,Malicious,0.91,"File marked malicious (1.0) with ActiveX objects detected (1), return path mismatch (1), and wire transfer request. High-risk role targeted (1) with high SMTP IP geo risk (0.142). High site visual similarity (0.242) indicates brand phishing combined with ActiveX-based malware."
