Data ID,Classification,Confidence Score,Detailed Justification
D99,Warning,0.75,"Bank detail update request with extremely high SMTP IP reputation risk (0.980) and high content spam score (0.334). High-risk role targeted (1) but failed SPF authentication with no DKIM/DMARC results. No malicious files detected but banking request from high-risk infrastructure warrants user verification."
D100,Malicious,0.89,"File marked malicious (1.0) with executable attachment present (1), return path known malicious (1), and VPN/MFA reset credential theft attempt. High behavioral sandbox score (0.464) with PowerShell parent process execution. Contains 4 embedded files with high exfiltration behavior (0.775). Credential harvesting malware targeting MFA systems."
D73,Warning,0.72,"Urgent callback request with high sender domain reputation risk (0.270) and urgency keywords present (1). Failed SPF authentication with DMARC temporary error. High-risk role targeted (1) but no malicious files detected. Urgent callback social engineering tactics combined with authentication failures suggest vishing setup."
D74,Malicious,0.86,"File marked malicious (1.0) with high metadata suspicious score (0.632), high SMTP IP reputation risk (0.594), and high-risk role targeted (1). Contains 5 embedded files with winword.exe parent process. Good SPF authentication but failed DMARC. Document-based malware with confirmed threat indicators."
D75,Warning,0.71,"Return path known malicious (1) with link click request and high-risk role targeted (1). Failed SPF/DKIM authentication with DMARC temporary error. No malicious files but compromised infrastructure combined with authentication failures and link click request warrants monitoring."
D76,Malicious,0.88,"File marked malicious (1.0) with high metadata score (0.196), high exfiltration behavior (0.869), and multiple parent processes including PowerShell and cmd.exe. High return path reputation risk (0.220) with extremely high temporary email likelihood (0.612). Advanced malware with multi-process execution chain."
D77,Malicious,0.84,"File marked malicious (1.0) with wire transfer request, high AMSI suspicion score (0.405), and embedded files (2). Contains 4 embedded files with winword.exe parent process. High sender domain reputation risk (0.001) with failed SPF authentication. Financial fraud malware with confirmed execution capabilities."
D78,Warning,0.74,"Wire transfer request with extremely high sender domain reputation risk (0.344) and high return path reputation risk (0.136). Good SPF authentication but policy-level DKIM and failed DMARC. SSL certificate mismatch present. Wire transfer from questionable infrastructure requires verification."
D79,Malicious,0.90,"File marked malicious (1.0) with high metadata score (0.120), gift card request social engineering, and high exfiltration behavior (0.835). Multiple parent processes including regsvr32.exe indicating advanced techniques. Expired SSL certificate with extremely high sender name similarity to VIP (0.882). Social engineering with advanced malware payload."
D80,Malicious,0.87,"File marked malicious (1.0) with executable attachment present (1), high metadata score (0.480), and exploit pattern detected (1). High return path reputation risk (0.765) with high-risk role targeted (1). Excel parent process with high exfiltration behavior (0.862). Exploit-based malware with data theft capabilities."
D81,Malicious,0.85,"File marked malicious (1.0) with high metadata score (0.635), return path mismatch (1), and high exfiltration behavior (0.661). Multiple parent processes including PowerShell execution. High-risk role targeted (1) with self-signed SSL certificate. Advanced malware with sophisticated attack techniques."
D82,No Action,0.80,"Invoice verification request with clean technical profile and high-risk role targeted (1). Good authentication protocols with minimal reputation risks. Contains 3 URLs but no malicious files or dangerous behaviors detected. Technical indicators suggest legitimate business communication."
D83,Malicious,0.92,"File marked malicious (1.0) with return path known malicious (1), high metadata score (0.088), and extremely high exfiltration behavior (0.848). Multiple parent processes including PowerShell execution. High-risk role targeted (1) with failed authentication protocols. Confirmed malware with data theft capabilities."
D84,Malicious,0.91,"File marked malicious (1.0) with high metadata score (0.186), IOC count (4), and extremely high AMSI suspicion score (0.925). Total embedded files (4) with regsvr32.exe parent process. Revoked SSL certificate with high exfiltration behavior (0.574). Advanced malware with multiple threat indicators."
D85,Warning,0.73,"Wire transfer request with high-risk role targeted (1) and extremely high sender name similarity to VIP (0.989). Failed SPF authentication with DMARC temporary error. Self-signed SSL certificate but no malicious files detected. Wire transfer with VIP impersonation suggests BEC attempt."
D86,No Action,0.81,"Clean security profile with high-risk role targeted (1) but good SPF authentication and failed DKIM/DMARC. Expired SSL certificate but no malicious files or dangerous behaviors detected. Single URL shortener detected but minimal reputation risks."
D87,No Action,0.78,"Clean file profile with good SPF authentication but failed DKIM/DMARC and expired SSL certificate. Unsubscribe link present (1) but no malicious files or dangerous behaviors. High return path reputation risk (0.473) but lacks supporting malicious indicators."
D88,No Action,0.79,"Clean security profile with good SPF authentication and high sender domain reputation risk (0.003). Anomalous HTML ratio (1.1) and reply path difference from sender (1) but no malicious files detected. Technical indicators suggest legitimate communication with formatting concerns."
D89,Warning,0.74,"Sender spoofing detected (1) with gift card request and reply path known malicious (1). Good SPF authentication but policy-level DKIM and DMARC temporary error. Expired SSL certificate. Gift card social engineering from spoofed sender requires user verification."
D90,Malicious,0.87,"File marked malicious (1.0) with malicious attachment count (2), wire transfer request, and high-risk role targeted (1). High metadata score (0.067) with winword.exe parent process. IOC count (1) with extremely high sender domain reputation risk (0.030). Financial fraud malware with confirmed threats."
D91,Malicious,0.86,"File marked malicious (1.0) with executable attachment present (1), return path known malicious (1), and document download request. High behavioral sandbox score (0.257) with winword.exe parent process. High-risk role targeted (1) with failed authentication. Document-based malware with execution capabilities."
D92,Warning,0.71,"High-risk role targeted (1) with high return path reputation risk (0.672) and high content spam score (0.237). Image-only email (1) for evasion but no malicious files detected. Good authentication protocols but infrastructure concerns warrant monitoring."
D93,Warning,0.74,"Sensitive data request with high return path reputation risk (0.718) and high SMTP IP reputation risk (0.005). Failed SPF authentication with policy-level DKIM and good DMARC. Contains 4 URLs but no malicious files. Sensitive data request from questionable infrastructure requires verification."
D94,Malicious,0.88,"File marked malicious (1.0) with unscannable attachment present (1), return path known malicious (1), and meeting request social engineering. Contains 5 URLs with high-risk role targeted (1) and urgency keywords present (1). High sandbox execution time (0.803) indicates time-delayed payload."
D95,Malicious,0.89,"File marked malicious (1.0) with high sender domain reputation risk (0.085) and high-risk role targeted (1). Contains 6 embedded files with winword.exe parent process. High site visual similarity (0.463) suggests brand phishing combined with malware payload."
D96,No Action,0.81,"Clean security profile with high-risk role targeted (1) and extremely high sender name similarity to VIP (0.178). Good SPF authentication but failed DKIM. Self-signed SSL certificate but no malicious files or dangerous behaviors detected."
D97,Malicious,0.93,"File marked malicious (1.0) with IOC count (4), legal threat social engineering, and high exfiltration behavior (0.322). Outlook parent process with high SMTP IP geo risk (0.009). Domain known malicious (1) with good authentication protocols. Legal threat scareware with confirmed malware payload."
D98,Malicious,0.88,"File marked malicious (1.0) with high metadata score (0.046), link click request, and high exfiltration behavior (0.884). SMTP IP known malicious (1) with acrobat.exe parent process. High-risk role targeted (1) with failed authentication. PDF-based malware with confirmed data theft capabilities."
D99,Warning,0.76,"Bank detail update request with high-risk role targeted (1) and high content spam score (0.440). Good SPF authentication but DMARC temporary error with expired SSL certificate. Contains 2 URLs but no malicious files. Banking request warrants user verification."
D100,Malicious,0.87,"File marked malicious (1.0) with high metadata score (0.165), VPN/MFA reset credential theft attempt, and high exfiltration behavior (0.640). Multiple parent processes including PowerShell execution. High-risk role targeted (1) with failed authentication. Credential harvesting malware targeting MFA systems."
D100,Malicious,0.85,"File marked malicious (1.0) with any file hash malicious (1), high temporary email likelihood (0.591), and VPN/MFA reset request. High exfiltration behavior (0.680) with PowerShell parent process. High sender name similarity to VIP (0.554) suggests executive impersonation with malware payload."
D81,Malicious,0.86,"File marked malicious (1.0) with IOC count (1), high metadata score (0.001), and high exfiltration behavior (0.492). Multiple parent processes including PowerShell execution. Anomalous HTML ratio (1.1) with failed DMARC authentication. Advanced malware with data theft capabilities."
