File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),Authentication & Identity Assurance,total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
0.0,D551,0,0.0779319218280726,0,2.76514680888778e-17,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.000743393720043,0,0,1.8746470237556093e-08,0,0.0775275428070118,0.4944308118477733,0.0298027253304025,0,0,0,1.0,0,0.0060040238169379,0,none,0.3111840191999617,1,0,0,0,0.0,0,pass,none,fail,1,TLS 1.2,0,0,0,0,0,6.347297889316891e-06,valid,0.0099332251545561,5.855862433595025e-06,0,1,0
0.0,D552,0,1.50264832466771e-06,0,2.146432934985984e-11,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.4108883929485552,0,0,0.0051255066026007,0,0.0013345793142723,0.4763989333512723,1.168558098444105e-06,0,0,0,1.0,0,0.0219647425782055,0,none,0.1205729580284961,0,0,0,0,0.0,0,pass,fail,none,1,TLS 1.2,0,0,0,0,0,0.0155170956871207,self signed,0.3030402113145806,0.0154115516370117,0,1,0
0.0,D553,0,0.0946614989572199,0,0.1617827622203047,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,3.9578791422836514e-08,0,0,0.0513655720786088,0,0.0005284509279211,0.1122144389571372,0.0762081939617898,0,0,0,0.5,0,7.526913234935589e-11,0,none,0.0383527749074605,0,0,0,0,0.0,0,fail,neutral,temperror,1,TLS 1.3,1,1,0,0,0,1.9080006167483972e-13,valid,3.857762776311553e-06,7.459296012398643e-06,0,1,1
0.0,D554,0,3.098822600867944e-05,0,5.496921953798906e-09,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,4.7363787813813055e-06,0,0,0.7218941582408025,0,0.5826527484452679,0.0462851582256255,0.0026287728875112,0,0,0,1.0,0,4.8966373839756265e-11,0,gift_card_request,7.685664095216982e-05,0,0,0,0,0.0,0,pass,fail,temperror,1,TLS 1.1,4,0,0,0,0,0.0001444649684526,valid,0.0027177320690915,4.405621701109711e-09,0,1,0
1.0,D555,0,0.0003467937480437,0,0.0200699908732022,0,0,0,0.815005563414306,0,0,0,0,0,0,0.0112294919100592,0.0022039002003899,1,0,1,0,0.6223309874437228,0,4,4,5.855456478478689e-60,"[""winword.exe""]",0,0,0.0002221295429981,0,0,0.0049225041211374,0,0.0247376285901994,0.2540217717177139,0.5291853739441899,0,0,0,0.5,0,0.1261443561403933,0,wire_transfer,0.0047356222526918,0,0,0,1,0.0,0,pass,fail,fail,1,TLS 1.3,3,0,0,0,0,5.336773711356557e-16,valid,0.0003936239764217,0.0020163318599859,0,1,0
1.0,D556,0,4.443571162095968e-13,0,0.00256985881887,0,0,0,0.0586861103192965,0,0,0,0,0,0,0.000183766974359,3.770794345838767e-07,0,0,0,0,0.1934963482588264,0,0,4,2.264124281170779e-49,"[""winword.exe""]",0,0,1.0766551861218202e-12,0,0,0.0722374240947591,0,0.0031863613306411,0.0033429017917478,0.5250324312200108,0,0,0,0.5,0,0.5013568442483705,0,document_download,0.0001597267345527,0,0,0,0,0.0,0,pass,none,fail,1,TLS 1.3,0,0,0,0,0,3.0237992914776795e-05,valid,1.2654837093217718e-06,0.0194594852807741,0,1,0
0.0,D557,0,0.0280139413490236,0,0.0842500854603264,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0617203342840148,0,0,0.0089092766017784,0,0.0006971480146768,1.3210674778627408e-05,0.5947132856141045,0,1,0,1.0,0,3.592594867235467e-05,0,none,3.0853583587534096e-05,0,0,0,0,0.0,0,fail,fail,pass,1,TLS 1.3,0,0,0,0,0,0.0270078069162617,valid,0.437391354578485,0.0155790222504554,0,1,0
0.0,D558,0,0.0046482977350858,0,0.0238267243981099,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.6835681640594392,0,0,1.758136348728934e-05,0,1.1846822586879991e-05,0.2195611131677551,0.0012694570413479,0,1,0,0.5,0,1.654281921354549e-05,0,sensitive_data_request,4.4032123642439215e-22,0,0,0,0,0.0,0,fail,pass,none,1,TLS 1.2,2,0,0,0,0,0.0001421307214222,valid,2.8574890993461274e-06,0.0003216450825139,0,1,0
1.0,D559,0,0.0567955405341747,0,0.0002243267128164,0,0,0,0.0506181985005253,0,0,0,0,0,0,0.2195111292523974,0.0180514735742151,0,0,1,0,0.2849346228328297,0,1,4,2.6536454609852977e-49,"[""winword.exe""]",0,0,2.19187958210012e-05,0,0,3.27095182694402e-05,0,0.0042451117557069,1.2392189118715903e-09,0.0130069851873099,0,0,0,1.0,0,2.465884147693041e-09,1,meeting_request,0.7073339396381343,0,0,0,0,0.0,0,pass,fail,pass,1,TLS 1.2,1,0,0,0,0,3.0391715818223806e-16,valid,0.0128915673591834,0.6173079555570481,0,1,0
1.0,D560,0,5.494534480979232e-07,0,1.877078438673327e-08,0,0,0,0.0093365981861298,0,0,0,0,0,0,8.389945658708547e-11,5.4811289344238265e-06,0,0,0,0,0.7971087632532362,0,0,4,7.987118273391114e-59,"[""winword.exe""]",0,0,0.0549896780404569,0,0,1.934724761858777e-08,0,0.8304391558649852,0.7290705073945573,0.0733995316090434,0,0,0,1.0,0,0.0092958371407192,0,none,0.0221906786110723,0,0,0,0,0.0,0,fail,fail,none,1,TLS 1.2,1,0,0,0,0,0.2379070501233037,valid,0.0026424141607516,6.839485787995695e-07,0,1,0
