Data ID,Classification,Confidence Score,Detailed Justification
D93,Warning,0.74,"Sensitive data request with high SMTP IP reputation risk (0.507) and return path reputation concerns. Good SPF authentication but no DKIM/DMARC results. Self-signed SSL certificate presents additional risk. While no malicious files detected, the combination of sensitive data request, infrastructure reputation issues, and certificate concerns warrants user verification before responding."
D94,Malicious,0.87,"File marked malicious (1.0) with high metadata suspicious score (0.271), behavioral sandbox activity (0.026), and meeting request social engineering. Contains 5 embedded files with parent process winword.exe indicating document-based attack. Complete authentication failure (pass SPF but policy DKIM and failed DMARC). Document-based malware delivery with meeting-themed social engineering."
D95,Malicious,0.91,"File marked malicious (1.0) with DMARC enforced (1) and extremely high exfiltration behavior score (0.846). Contains 6 embedded files with parent process winword.exe. Return path known malicious (1) with domain known malicious (1). Despite good SPF authentication, confirmed malware with active data theft capabilities and compromised infrastructure."
D96,No Action,0.81,"Clean security profile with no malicious files detected and good SPF authentication. Domain known malicious (1) but lacks supporting technical threats or dangerous behaviors. Contains single URL with minimal reputation risk. Technical indicators suggest legitimate communication despite domain reputation concerns."
D97,Malicious,0.93,"File marked malicious (1.0) with high metadata score (0.028), legal threat social engineering, and domain known malicious (1). High exfiltration behavior (0.939) with outlook.exe parent process. Contains 4 embedded files. Legal threat request commonly used in extortion campaigns combined with confirmed malware payload and data theft capabilities."
D98,Malicious,0.89,"File marked malicious (1.0) with extremely high AMSI suspicion score (0.754), high exfiltration behavior (0.529), and link click request. Contains 4 embedded files with acrobat.exe parent process suggesting PDF-based exploit. Domain known malicious (1) with failed authentication. Multi-vector PDF-based attack with confirmed malware payload."
D99,Warning,0.76,"Bank detail update request with domain known malicious (1) and extremely high SMTP IP geo risk (0.979). Good SPF authentication but failed DMARC. While no malicious files detected, banking request from known malicious domain with high geographical risk requires immediate user verification and caution."
D100,Malicious,0.88,"File marked malicious (1.0) with VPN/MFA reset credential theft attempt and multiple IOCs (6). Contains 7 embedded files with PowerShell parent process execution. High exfiltration behavior (0.488) with network call on open (1). Complete authentication failure indicates credential harvesting malware targeting multi-factor authentication systems."
D78,Warning,0.73,"Wire transfer request with high SMTP IP reputation risk (0.011) and domain known malicious (1). Good SPF/DMARC authentication but sender similarity to VIP (0.000) suggests potential impersonation attempt. No malicious files but wire transfer request from questionable domain warrants verification."
D79,Malicious,0.86,"File marked malicious (1.0) with high metadata score (0.615), gift card request social engineering, and high exfiltration behavior (0.921). Multiple parent processes including regsvr32.exe indicating advanced execution techniques. Domain known malicious (1) with authentication failures. Social engineering combined with confirmed malware payload."
D80,Malicious,0.89,"File marked malicious (1.0) with high metadata score (0.239), return path known malicious (1), and IOC count (9). Contains 4 embedded files with excel.exe parent process. High exfiltration behavior (0.401) with failed SPF but good DMARC authentication. Document-based malware with confirmed data theft capabilities and infrastructure compromise."
D81,Malicious,0.87,"File marked malicious (1.0) with executable attachment present (1), high metadata score (0.083), and high exfiltration behavior (0.682). Multiple parent processes including PowerShell execution. Domain known malicious (1) with expired SSL certificate. Executable malware with data theft capabilities and sophisticated attack techniques."
D82,Warning,0.70,"Invoice verification request with high-risk role targeted (1) and return path known malicious (1). Failed SPF authentication with high SMTP IP reputation risk (0.063). Self-signed SSL certificate presents additional concern. No malicious files but targeted approach with infrastructure issues warrants verification."
D83,Malicious,0.91,"File marked malicious (1.0) with ActiveX objects detected (1), high metadata score (0.014), and extremely high exfiltration behavior (0.893). Multiple parent processes including PowerShell execution. Domain known malicious (1) with good SPF authentication. ActiveX-based malware with confirmed data theft capabilities."
D84,Malicious,0.90,"File marked malicious (1.0) with high behavioral sandbox score (0.609), embedded files (1), and high exfiltration behavior (0.889). Multiple parent processes including regsvr32.exe indicating advanced techniques. Domain known malicious (1) with high sender domain reputation risk (0.025). Advanced malware with sophisticated execution chain."
D85,Warning,0.73,"Wire transfer request with DMARC enforced (1), DNS morphing detected (1), and high-risk role targeted (1). Failed SPF authentication with high sender domain reputation risk (0.009). No malicious files but wire transfer combined with DNS manipulation and targeting suggests financial fraud attempt."
D86,No Action,0.81,"Clean security profile with DMARC enforced (1) and good SPF authentication. High-risk role targeted (1) but no malicious files or dangerous behaviors detected. Technical indicators suggest legitimate business communication with standard security configurations."
D87,Warning,0.72,"Sender known malicious (1) with extremely high temporary email likelihood (0.797) and high SMTP IP reputation risk (0.015). Contains 4 URLs but no malicious files detected. Good SPF authentication but sender reputation issues combined with temporary email characteristics warrant monitoring."
D88,No Action,0.79,"Clean security profile with good SPF authentication and high content spam score (0.693) but anomalous HTML ratio (1.1). No malicious files or dangerous behaviors detected. Technical indicators suggest aggressive marketing content rather than security threats."
D89,Warning,0.75,"Gift card request with extremely high sender domain reputation risk (0.449) and high SMTP IP reputation risk (0.021). Good authentication across all protocols but gift card social engineering attempt from questionable infrastructure warrants user caution and verification."
D90,Malicious,0.88,"File marked malicious (1.0) with extremely high metadata score (0.953), wire transfer request, and high-risk role targeted (1). Contains 6 embedded files with winword.exe parent process. IOC count (3) with high return path reputation risk (0.196). Financial fraud malware with confirmed threat indicators."
D91,Malicious,0.90,"File marked malicious (1.0) with high metadata score (0.580), VBScript detected (1), and document download request. Contains 4 embedded files with winword.exe parent process. High exfiltration behavior (0.812) with high sender domain reputation risk (0.001). Document-based malware with script execution and data theft capabilities."
D92,Warning,0.71,"Sender known malicious (1) with SMTP IP known malicious (1) but clean file profile. Good SPF authentication with single URL containing low reputation risk. Mixed signals suggest compromised infrastructure without current active payload delivery but warrants monitoring."
D93,Warning,0.74,"Sensitive data request with high SMTP IP reputation risk (0.363) and high reply path reputation risk (0.253). Failed SPF authentication with neutral DKIM. No malicious files but sensitive data request from questionable infrastructure combined with authentication failures requires verification."
