Data ID,Classification,Confidence Score,Detailed Justification
D151,No Action,0.85,"Low-risk email with minimal suspicious indicators. All critical threat signals are zero (sender not malicious, no spoofing, no attachments, no malicious content). Authentication mostly passed (SPF fail but DKIM/DMARC pass). Minor domain reputation concerns (0.018) and temporary email likelihood (0.26) but insufficient for higher classification."
D152,No Action,0.75,"Moderate-risk profile but insufficient for higher classification. Sender domain has better reputation (0.19), low temporary email likelihood. All malicious attachment and behavioral indicators are zero. Authentication mixed (SPF pass, DKIM fail, DMARC fail) but no actionable threat content detected."
D153,No Action,0.82,"Low-risk email with good authentication posture. All malicious indicators are zero, good return path reputation (0.09), reasonable domain reputation. Authentication partially successful (SPF pass, DKIM policy, DMARC none). No executable attachments or suspicious behaviors detected."
D154,Warning,0.70,"Elevated risk due to gift card request type combined with suspicious authentication patterns. High urgency sentiment (0.95), gift card request pattern, mixed authentication (SPF softfail, DKIM none, DMARC permerror), and moderate content spam score (0.07). Self-signed SSL certificate adds to suspicion."
D155,Malicious,0.95,"High-confidence malicious classification. Sender flagged as malicious (1.0), suspicious metadata score (0.024), moderate behavioral sandbox activity, wire transfer request type, and concerning authentication patterns. Multiple risk factors align to indicate targeted financial fraud attempt."
D156,Malicious,0.92,"Strong malicious indicators with sender flagged as known malicious (1.0), significant metadata suspicious score (0.097), behavioral sandbox score (0.013), and document download request. Process execution detected (winword.exe) with moderate exfiltration behavior score (0.61)."
D157,No Action,0.78,"Low-risk legitimate communication. All malicious flags are zero, good domain and email authentication patterns. Minimal spam score, valid SSL certificate, normal email characteristics. No suspicious behaviors or content detected."
D158,Warning,0.65,"Moderate concern due to sensitive data request type and authentication failures. Mixed authentication results (SPF pass, DKIM policy, DMARC fail), sensitive data request pattern, but low overall threat scores. URL shortener detected adds minor risk."
D159,Malicious,0.88,"High-risk malicious activity. Sender flagged as malicious (1.0), executable attachment detected, meeting request type, moderate metadata suspicious score (0.003), and concerning behavioral indicators. Authentication partially successful but malicious sender overrides."
D160,Malicious,0.90,"Strong malicious classification with sender flagged (1.0), executable attachment, moderate behavioral scores, and QR code present (1). Authentication mixed results but malicious sender designation and behavioral indicators support high-risk classification."
