File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),Authentication & Identity Assurance,total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
0.0,D801,0,4.584144778066001e-12,0,2.3875602675475092e-14,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,4.3805978390040085e-14,0,0,6.267409429561083e-10,0,0.0069927032721711,5.79382683376582e-06,0.321849780758183,0,0,0,1.0,0,1.5499517758263707e-06,0,wire_transfer,0.0003556850899904,0,0,0,0,0.0,0,fail,neutral,fail,1,TLS 1.3,0,0,0,0,0,6.1939588390018726e-06,valid,0.0024055794838036,0.0003718077644722,0,1,0
0.0,D802,0,0.2049761217233165,1,0.2516484592867283,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,4.2841800116607267e-10,0,0,0.0004436020955148,0,0.0011152754474025,0.000797784254646,0.0007591747199726,0,0,0,1.0,0,0.0005344836356407,0,none,0.00109913452384,0,0,0,0,0.0,0,pass,pass,pass,1,TLS 1.1,0,0,0,0,0,0.5067754020450607,self signed,0.1041374007649946,0.3330878067161184,0,1,0
0.0,D803,0,6.378330740995208e-11,0,0.3522184142565244,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.032640833734497,0,0,0.0002574624638341,0,0.7216340953973678,3.240823493621346e-06,0.1060429211033082,0,0,0,1.0,0,0.0238198369652603,0,none,7.474551864138437e-08,0,0,0,0,0.0,0,softfail,none,pass,1,TLS 1.2,0,0,0,0,0,0.0750101888919386,valid,0.6274893028396429,1.4283384500485814e-07,0,1,0
0.0,D804,0,1.5822112473077638e-06,0,6.182123163317734e-05,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0092543723130715,0,0,2.375212841118157e-09,0,0.1135294442140229,0.4273849801900356,0.38557500052497,0,0,0,1.0,0,0.0033885771172605,0,none,0.000111022758401,0,0,0,0,0.0,0,fail,none,temperror,1,TLS 1.3,0,0,0,0,0,0.0015815138575165,valid,0.0006138651296647,0.2173374802591892,0,1,0
0.0,D805,0,0.0028173380061496,0,0.1827500600206455,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,2.7733809185711984e-06,0,0,5.258293322298765e-10,0,0.0620313604520833,0.3537333406133271,0.0008597829656893,0,0,0,1.0,0,0.0002350081121992,0,gift_card_request,1.9044354649090049e-06,0,0,0,0,0.0,0,pass,neutral,none,1,TLS 1.3,0,0,0,0,0,8.329738521492035e-07,valid,0.0001663239097491,0.0107326000357189,0,1,0
1.0,D806,0,7.645305308834479e-08,0,0.0051946336142013,1,0,0,0.2173970111698132,0,0,1,0,0,3,0.036182309148989,0.0172665720786094,0,0,0,0,0.6946055961582125,0,0,7,7.587847394911912e-17,"[""winword.exe""]",0,0,1.195487048831846e-09,0,0,0.8292583246693227,0,0.4415867112767719,0.0028399961373052,0.1047749563032615,0,0,0,1.0,0,0.0322614443411217,0,wire_transfer,9.000585139151772e-07,0,0,0,0,0.0,0,fail,fail,none,1,TLS 1.2,4,0,0,0,0,0.0043409442103681,valid,0.0118135967990761,0.0007736715745996,0,1,0
1.0,D807,0,0.0026720476117325,0,0.0008463578350607,0,0,0,0.0008190087372901,0,0,0,0,1,0,1.936122541090583e-12,0.0608594169321127,0,0,0,0,0.4076695421501033,0,0,4,8.985444784835321e-09,"[""winword.exe""]",0,0,0.2348979820487486,0,0,0.7990702507001268,0,0.0176173292718236,0.0991214880453663,5.1413840310541127e-08,0,0,0,0.5,0,0.1409379373061232,0,document_download,0.0009019307147504,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.3,0,0,0,0,0,0.0003264513269836,valid,2.179642306923429e-06,0.0186112091711564,0,1,0
0.0,D808,0,0.37193559881845,0,0.1064340789969159,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0334445209936969,0,0,5.299085333494444e-06,0,7.171797490595627e-05,0.1599181727078789,0.0009513640623857,0,0,0,1.0,0,0.5410499048940106,0,none,0.0130106283610128,0,0,0,0,0.0,0,pass,fail,pass,1,TLS 1.2,0,0,0,0,0,0.5410296483258316,valid,0.0779717480961114,0.0019414968150663,0,1,0
0.0,D809,0,5.204888693212059e-06,0,2.801258990539539e-06,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.1814292103157063,0,0,6.870048138795478e-12,0,0.0002087968047125,0.0254137326642071,0.4749736204591666,0,0,0,1.0,0,0.0042966999342847,0,sensitive_data_request,1.5579258619983706e-05,0,0,0,0,0.0,0,pass,none,temperror,1,SSL,0,0,1,0,0,0.0013136165591554,valid,1.1645652016314426e-07,3.305351783474848e-07,0,1,0
1.0,D810,1,1.887253459608411e-11,0,0.3036871078666605,0,0,0,0.1551615301423634,0,0,0,0,0,0,0.0210923954317814,0.0001260233883373,1,0,0,0,0.7340422530169881,0,0,5,59.54517915748525,"[""winword.exe""]",0,0,0.5254147286157302,0,0,0.0460405618383801,0,0.7684351883965224,0.0078466077416075,0.0770236078521784,0,0,0,0.0,0,0.0474894919981743,0,meeting_request,1.4310395458419886e-07,0,0,0,0,0.0,0,pass,neutral,none,1,TLS 1.1,0,0,0,0,0,0.0256287119635756,valid,0.0823932138198462,1.1237516768414944e-06,0,1,0
