Data ID,Classification,Confidence Score,Detailed Justification
D85,Warning,0.81,"Warning classification due to mixed signals: return path known malicious (1) is primary concern, wire transfer request (high-risk BEC type), multiple URLs (4), urgency targeting (0.5), authentication failures (SPF fail, DKIM policy, DMARC temperror), but sender domain reputation moderate (0.3764), no attachment threats, clean behavioral analysis, extremely low URL reputation (5.57e-08). Compromised return path with financial request requires verification."
D86,Warning,0.84,"Warning classification: return path known malicious (1), reply path known malicious (1) indicating compromised infrastructure, urgency targeting (1.0), high content spam score (0.4565), QR code analysis shows malicious verdict (1), authentication failures (SPF fail, DMARC pass), multiple URLs (2) with good reputation (0.1826). Infrastructure compromise with QR code threat requires caution."
D87,Warning,0.79,"Warning classification: return path mismatch (1) indicates delivery redirection, moderate sender domain reputation (0.2228), high SMTP IP reputation concerns (0.5667), urgency targeting (1.0), certificate mismatch raising security concerns, multiple URLs (2) with minimal reputation risks (0.0529), high content spam score (0.4292) but good authentication (SPF pass). Infrastructure inconsistencies require verification."
D88,No Action,0.88,"Low-risk business communication: minimal sender reputation concerns (0.0179), no attachment threats, clean behavioral analysis, urgency targeting (1.0), good authentication (SPF/DKIM pass, DMARC fail), extremely low URL reputation (2.66e-07) and content spam score (8.75e-08), self-signed certificate minor concern, excellent site visual similarity (1.06e-30). Standard business communication with minor certificate issue."
D89,Warning,0.77,"Warning classification: gift card request type (common scam), minimal sender reputation concerns (2.27e-05), urgency targeting (1.0), authentication failures (SPF/DKIM fail), certificate mismatch, multiple URLs (2) with very low reputation (2.24e-06), minimal content spam score (0.0005). Gift card request pattern requires verification despite clean behavioral signals."
D90,Malicious,0.93,"High-risk malicious email: total YARA matches (7) indicating known malware signatures, significant metadata suspicious score (0.0543), AMSI suspicion (0.5257), high exfiltration behavior (0.3949), process execution via winword.exe, wire transfer request (BEC attack), urgency targeting (0.5), good authentication (SPF/DKIM pass) but extremely low URL reputation (3.62e-09). Known malware patterns with BEC characteristics."
D91,Malicious,0.91,"Confirmed malicious threat: any file hash malicious (1) indicates known malware, VBScript/JavaScript detected (1), very high exfiltration behavior (0.9682), process execution via winword.exe, document download request, urgency targeting (0.5), authentication failures (DKIM/DMARC fail), multiple URLs (3) with extremely low reputation (1.17e-11), high URL rendering behavior (0.8601). Known malware with script-based attack vectors."
D92,Warning,0.82,"Warning classification: DMARC enforced (1) provides protection but return path known malicious (1), domain known malicious (1) indicating infrastructure compromise, authentication mostly good (SPF/DKIM pass, DMARC temperror), single URL with minimal reputation concerns (0.0127), high URL rendering behavior (0.8031). Infrastructure compromise despite authentication protections."
D93,Warning,0.80,"Warning classification: domain known malicious (1) primary concern, sensitive data request type requires verification, user marked as spam before (1), urgency targeting (1.0), good authentication (SPF pass), self-signed certificate, extremely low URL reputation (3.46e-19), high site visual similarity (0.3310). Known malicious domain with data request requires caution."
D94,Malicious,0.94,"High-risk malicious email: extremely high behavioral sandbox score (0.6847), high exfiltration behavior (0.6394), any exploit pattern detected (2), process execution via winword.exe, meeting request (social engineering), urgency targeting (0.5), authentication failures (SPF fail), good URL reputation (0.3471) but overall threat profile severe. Social engineering attack with exploit patterns."
D95,Malicious,0.89,"Confirmed malicious threat: significant metadata suspicious score (0.0620), reply path known malicious (1), high exfiltration behavior (0.6869), any exploit pattern detected (1), process execution via winword.exe, urgency targeting (1.0), authentication failures (SPF fail), self-signed certificate, extremely low URL reputation (3.11e-07). Multi-vector attack with compromised reply path."
D96,Warning,0.83,"Warning classification: domain known malicious (1) primary concern, urgency targeting (1.0), authentication failures (SPF fail, DKIM policy), self-signed certificate indicating poor security, high URL rendering behavior (0.9347), minimal content spam score (0.0065). Known malicious domain infrastructure requires caution."
D97,Malicious,0.96,"High-risk malicious email: malicious attachment count (2), YARA match (1), extremely high behavioral sandbox score (4.16e-19) indicating evasion, legal threat request (social engineering), return path mismatch (1), high return path reputation concerns (0.8636), high SMTP IP reputation issues (0.9336), urgency targeting (1.0), url_decoded_spoof_detected (1), self-signed certificate. Advanced legal threat scam with multiple malicious attachments."
D98,Malicious,0.92,"Confirmed malicious threat: total YARA matches (5), any exploit pattern detected (1), high exfiltration behavior (0.6519), process execution via acrobat.exe, link click request, high SMTP IP reputation concerns (0.7106), urgency targeting (1.0), authentication failures (DMARC permerror), high site visual similarity (0.8691) indicating brand impersonation. PDF-based attack with brand impersonation."
D99,No Action,0.86,"Low-risk business communication: bank detail update request requires verification but minimal sender reputation concerns (0.0127), no attachment threats, clean behavioral analysis, urgency targeting (1.0), authentication failures (SPF fail, DKIM policy, DMARC permerror) but multiple URLs (4) with minimal reputation concerns (0.0150), extremely low site visual similarity (1.73e-14). Standard business process requiring verification."
D100,Malicious,0.92,"High-risk malicious email: any file hash malicious (1), executable attachment (1), high metadata suspicious score (0.1549), high AMSI suspicion (0.2974), high exfiltration behavior (0.6486), process execution (winword.exe, powershell.exe), VPN/MFA reset request (credential harvesting), urgency targeting (0.5), QR code analysis shows malicious verdict (1). Multi-vector credential harvesting attack."
