Unnamed: 0,File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),Authentication & Identity Assurance,total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
1950,1.0,D91,0,0.0048379605720593,0,0.0175238057031674,0,0,0,0.0457198929613641,0,0,0,0,2,0,0.009335482458594,1.2663009575691341e-08,0,0,0,0,0.9785350989994616,0,2,4,6.891713318298661e-23,"[""winword.exe""]",0,0,0.0009319346935569,0,0,7.17873346194729e-07,0,0.0002278753601436,3.477188722395629e-07,0.3045139668400159,0,0,0,0.5,0,0.0528409388714088,0,document_download,3.2538234053906366e-08,0,0,0,0,0.0,0,fail,fail,pass,1,TLS 1.1,0,0,0,0,0,0.6374309028538518,self signed,0.0241317283548697,0.2747040857878598,0,1,0
1951,0.0,D92,0,0.3016258286385987,0,5.713533405737941e-05,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,1.3831017393849584e-12,0,0,0.1970325054447957,0,0.0001596892200037,0.8689692259717134,0.9710174174166908,0,0,0,1.0,0,0.0080673803742849,0,none,4.68027893299532e-08,0,0,0,0,0.0,0,fail,policy,fail,1,TLS 1.2,0,0,0,0,0,0.1429088528659974,valid,0.0003154053169639,0.0001617700783655,0,1,0
1952,0.0,D93,0,0.0079354932777353,0,0.2664061541321776,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0532160512030764,0,0,1.834930744498216e-05,0,0.0011362576678764,0.3788443755298715,4.150822381111293e-07,0,0,0,0.5,0,1.0059461018775316e-11,0,sensitive_data_request,9.416852728415794e-05,0,0,0,0,1.1,0,pass,fail,none,1,TLS 1.0,0,0,0,0,0,9.964787873929892e-06,expired,9.762134395361666e-10,6.495356651704142e-08,0,1,0
1953,1.0,D94,0,2.830526592919965e-08,0,2.3507380878616163e-10,0,0,0,0.2553902356717129,0,0,0,0,4,0,5.862673398571616e-05,4.026858637101493e-05,0,0,0,0,0.1347709153804368,0,0,6,3.737901331538111e-12,"[""winword.exe""]",0,0,8.47482944785967e-07,0,0,0.0031635349385791,0,0.9862459592212108,0.6566680856370267,0.0011000387205632,0,0,0,1.0,0,7.43315905521073e-06,0,meeting_request,0.0011717696309765,0,0,0,0,0.0,0,pass,pass,fail,1,TLS 1.3,2,0,0,0,0,6.094764704975816e-06,valid,0.8149980494737348,0.005224586063856,0,1,0
1954,1.0,D95,0,1.8795891516332544e-06,0,0.0151877707255706,0,0,0,3.143473193181449e-05,0,1,0,0,0,0,1.3423653639074638e-06,0.4570888166723281,0,0,0,0,0.5500871993258578,0,4,4,6.776097072125447e-72,"[""winword.exe""]",0,0,0.0098657311587783,0,0,0.0850981012058957,0,0.7263558685601449,0.0496815499382405,0.0002001067110444,0,0,0,1.0,0,6.97215307341365e-12,0,none,1.696782570455718e-17,0,0,0,0,0.0,0,fail,policy,none,1,TLS 1.0,2,0,0,0,0,4.175159640667427e-06,valid,1.1613407661559406e-07,8.276103708312428e-10,0,1,0
1955,0.0,D96,0,2.6701295299238346e-19,0,6.901230213754603e-06,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.9102865475567284,0,1,3.635745314161484e-09,0,0.0846852918869577,0.0574037410833577,0.0184131587798102,0,0,0,1.0,0,0.2167622460519322,0,none,0.0006679619833959,0,0,0,0,0.0,0,pass,pass,pass,1,TLS 1.0,0,0,0,0,0,0.0427238347637849,valid,0.0666067886642873,0.046641385811321,0,1,0
1956,1.0,D97,0,0.5795695066261533,0,0.3006108601372153,0,0,0,0.7092305131388561,0,0,0,0,0,0,4.039476059624421e-09,0.0001341190618159,0,0,0,0,0.8477977575865947,0,2,4,0.0004079372862033,"[""outlook.exe""]",0,0,2.471848056848197e-06,0,0,0.0660130934020016,0,0.0356991932914485,0.452780129589248,0.0005548431397753,0,0,0,0.0,0,1.6960830343291175e-05,0,legal_threat,0.0346030073980038,0,0,0,0,0.0,0,pass,fail,permerror,1,TLS 1.2,0,0,0,0,1,0.0001346796446761,valid,0.2145293756259719,7.580070081598929e-07,0,1,0
1957,1.0,D98,0,0.0696945916706187,0,0.3843845978279486,0,1,0,0.0628777405701041,0,0,0,0,0,0,5.129875161038223e-09,0.6732774169051913,0,0,0,0,0.9027859950879332,0,0,4,1.6804260273604462e-38,"[""acrobat.exe""]",0,0,3.957221162056483e-05,0,0,1.1121133207912784e-13,0,0.1535401357968522,0.0049022575127117,0.8410681788994159,0,0,0,0.5,0,0.0002856049502682,0,link_click,4.19902227111738e-07,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.1,0,0,0,0,0,0.0185146487753262,valid,0.4065639313563463,0.0234481064529853,0,1,0
1958,0.0,D99,0,0.1365312094282993,0,0.0004214717746577,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,1.663698843452807e-07,0,0,0.0073438730587972,0,7.956294456620891e-14,0.0728383677774342,1.1934981729658993e-07,0,0,0,1.0,0,4.5604677968718665e-12,0,bank_detail_update,1.0805214410240381e-13,0,0,0,0,0.0,0,fail,pass,fail,1,TLS 1.0,1,0,0,0,0,2.947604759337702e-05,self signed,0.0040740310492143,0.0902068466073221,0,1,0
1959,1.0,D100,0,8.878634244991288e-14,0,0.0008377843968826,0,0,0,0.8813267015894987,0,0,0,0,0,0,0.1346934541181942,0.0001018924738044,0,0,0,0,0.2521322982881343,0,4,5,1.5174025299817746e-08,"[""winword.exe"", ""powershell.exe""]",0,0,1.4921634024119257e-07,0,0,4.039928583244215e-07,0,7.41373251170942e-06,1.1167251272690467e-06,1.0170965443987163e-06,0,0,0,1.0,0,0.0009893222066887,0,vpn_or_mfa_reset,0.5834243205808008,0,0,0,0,0.0,0,fail,fail,none,1,TLS 1.3,1,0,0,0,0,8.799083802506169e-06,valid,0.0672992895846367,3.628091815604639e-05,0,1,0
1960,0.0,D73,0,3.006017963755895e-07,0,0.0065119822774234,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,8.053408984624182e-08,0,0,0.0459755319844997,0,1.469101777747067e-06,0.2292453471717042,0.0007367493505923,0,0,0,1.0,0,0.1881454706640906,0,urgent_callback,0.0047433559036384,0,0,0,0,0.0,0,fail,temperror,none,1,TLS 1.2,1,1,0,0,0,1.1425229191490216e-13,valid,0.0001048213434812,2.41417863847638e-06,0,1,0
1961,1.0,D74,0,0.074704753247747,0,0.1868307275023626,0,0,0,7.713153281717492e-05,0,0,0,0,0,0,0.0714304547893997,0.0057539407584714,0,0,0,0,0.8245392033356809,0,0,5,1.117538443582602e-69,"[""winword.exe""]",0,1,0.0069480549973898,0,0,2.158882401281495e-07,0,0.0336248868127287,0.0070497912173685,0.0002016203242233,0,0,1,1.0,0,1.2626354803492174e-07,0,none,0.121105614944549,0,0,0,0,0.0,0,pass,temperror,fail,1,TLS 1.1,1,0,0,0,0,3.21499903334461e-26,valid,9.441602715122577e-06,0.3251909919618398,0,1,0
