Data ID,Classification,Confidence Score,Detailed Justification
D99,Spam,0.82,"Spam classification: bank detail update request, moderate sender domain reputation (0.0566), high return path reputation concerns (0.7147), high SMTP IP reputation issues (0.2443), urgency targeting (1.0), authentication failures (SPF fail, DMARC temperror), high site visual similarity (0.9273) suggests financial spam with brand impersonation, extremely low content spam score (9.96e-17). Financial spam campaign with infrastructure issues and brand spoofing."
D100,Malicious,0.94,"High-risk malicious email: very high exfiltration behavior (0.8183), process execution (winword.exe, powershell.exe), VPN/MFA reset request (credential harvesting), urgency targeting (1.0), authentication failures (SPF fail, DMARC fail), multiple URLs (4), extremely low URL reputation (4.35e-10), valid certificate but minimal sandbox score. Credential harvesting attack with very high exfiltration behavior."
D100,Malicious,0.91,"High-risk malicious email: total IOCs (1), significant metadata suspicious score (0.1288), high exfiltration behavior (0.4118), process execution (winword.exe, powershell.exe), VPN/MFA reset request, urgency targeting (1.0), user marked as spam (1), unsubscribe link present (1), high content spam score (0.8306). Credential harvesting with known IOCs and high spam characteristics."
D81,Malicious,0.95,"Confirmed high-risk malicious threat: extremely high metadata suspicious score (0.6976), very high exfiltration behavior (0.9845), process execution (winword.exe, powershell.exe), high return path reputation concerns (0.8417), authentication failures (DKIM fail), extremely low URL reputation (1.92e-03), expired certificate. Advanced malware with extremely high behavioral threat scores."
D82,No Action,0.87,"Low-risk business communication: invoice verification request (legitimate business), minimal sender reputation concerns (2.65e-12), no attachment threats, clean behavioral analysis, urgency targeting (1.0), good authentication (SPF pass), high URL reputation (0.8772), expired certificate minor issue. Standard business process with minor certificate concern."
D83,Warning,0.80,"Warning classification: high temp email likelihood (0.7363), DMARC enforced (1) provides protection, high return path reputation concerns (0.7038), urgency targeting (1.0), good authentication (SPF/DKIM pass, DMARC pass), valid URL reputation (0.2498) but temporary email characteristics require sender verification."
D84,Malicious,0.93,"High-risk malicious email: high sender domain reputation (0.6194) indicates compromised legitimate sender, significant metadata suspicious score (0.1155), very high exfiltration behavior (0.9931), process execution (winword.exe, powershell.exe, regsvr32.exe), reply path known malicious (1), authentication failures (SPF fail, DMARC fail), extremely low URL reputation (1.12e-09). Multi-process malware from compromised high-reputation sender."
D85,Warning,0.79,"Warning classification: wire transfer request (BEC risk), high sender domain reputation (0.4051) indicates legitimate sender, high return path reputation concerns (0.6000), authentication failures (SPF fail, DMARC permerror), revoked certificate major security concern, minimal URL reputation (0.0176). Financial request with certificate security issues requires verification."
D86,Warning,0.81,"Warning classification: sender spoof detected (1) primary concern, high temp email likelihood (0.3823), authentication failures (SPF fail, DMARC pass), minimal URL reputation (0.0017), valid certificate but spoofed sender and temporary email characteristics require caution."
D87,No Action,0.85,"Low-risk business communication: minimal sender reputation concerns (5.17e-06), no attachment threats, clean behavioral analysis, urgency targeting (0.5), good authentication (SPF pass), authentication failures (DMARC fail) but extremely low URL reputation (3.79e-06), valid certificate. Standard business communication with minor authentication issues."
D88,No Action,0.84,"Low-risk business communication: moderate sender domain reputation (0.0167), no attachment threats, clean behavioral analysis, urgency targeting (1.0), unsubscribe link present (1) suggests marketing, authentication failures (SPF fail, DMARC fail), minimal URL reputation (0.0011), valid certificate. Marketing communication with authentication concerns."
D89,Spam,0.78,"Spam classification: gift card request type (common spam theme), minimal sender reputation concerns (1.55e-15), return path known malicious (1), authentication failures (SPF/DKIM fail), minimal URL reputation (0.0032), valid certificate but gift card pattern and compromised return path indicate spam campaign."
D90,Malicious,0.90,"High-risk malicious email: smtp_ip_known_malicious (1), significant metadata suspicious score (0.0783), very high exfiltration behavior (0.7251), process execution via winword.exe, wire transfer request (BEC attack), urgency targeting (1.0), authentication failures across all methods, minimal URL reputation (0.0165). BEC attack from known malicious SMTP infrastructure."
