Data ID,Classification,Confidence Score,Detailed Justification
D601,Warning,0.63,Multiple URLs (3) detected with high SMTP geo risk (0.22) and site visual similarity (0.16). Failed DMARC with moderate content spam score (0.02) warrants monitoring for potential deception.
D602,Warning,0.71,Very high temp email likelihood (0.70) with sensitive data request and 5 URLs detected. High return path reputation (0.77) but failed SPF suggests potential data harvesting requiring verification.
D603,Malicious,0.88,Sender known malicious with high temp email likelihood (0.04) and AMSI score (0.08). Meeting request with very high content spam score (0.42) and high exfiltration behavior (0.70) confirms social engineering attack.
D604,Malicious,0.91,Sender known malicious with unscannable attachment and 7 YARA matches. High behavioral (0.001) and AMSI scores (0.10) with very high SMTP reputation risk (0.53) confirms advanced malware with evasion techniques.
D605,No Action,0.78,Minimal suspicious indicators with good authentication status. High SMTP geo risk (0.72) but no malicious behavior detected suggests legitimate communication with geographic routing.
D606,Malicious,0.89,Sender known malicious with high sender domain reputation (0.59) and packer detected. Legal threat request with high metadata score (0.11) and very high content spam score (0.25) confirms sophisticated spoofing attack.
D607,Malicious,0.87,Sender known malicious with behavioral (0.004) and AMSI scores (0.03). Link click request with high content spam score (0.18) and certificate mismatch confirms phishing with technical infrastructure concerns.
D608,Warning,0.66,High temp email likelihood (0.25) with bank detail update request and high SMTP geo risk (0.43). Failed authentication but minimal malicious indicators suggest financial social engineering.
D609,Malicious,0.93,Sender known malicious with extremely high metadata score (0.60) and behavioral sandbox score (0.38). VPN/MFA reset with very high content spam score (0.64) and high exfiltration behavior (0.52) confirms credential harvesting attack.
D610,Malicious,0.96,Sender known malicious with executable attachment and 7 YARA matches. VPN/MFA reset with return path mismatch and very high content spam score (0.50) plus domain known malicious confirms sophisticated credential theft campaign.
D611,Malicious,0.90,Sender known malicious with high behavioral sandbox score (0.36) and AMSI score (0.06). High exfiltration behavior (0.56) with URL spoof detected and multiple URLs confirms advanced data theft capabilities.
D612,Warning,0.62,High temp email likelihood (0.16) with invoice verification request and high SMTP geo risk (0.87). High URL reputation (0.33) but minimal behavioral indicators warrant verification.
D613,Malicious,0.92,Sender known malicious with high metadata score (0.29) and AMSI score (0.15). Reply path known malicious with very high exfiltration behavior (0.72) and embedded file confirms multi-vector attack.
D614,Malicious,0.95,Sender known malicious with malicious attachment and high temp email likelihood (0.22). VBScript detected with reply path known malicious and very high behavioral sandbox score (0.23) confirms advanced script-based malware.
D615,Warning,0.58,Wire transfer request with certificate mismatch and minimal behavioral indicators. Financial social engineering pattern requiring verification of legitimacy.
D616,Warning,0.56,High reply path reputation (0.24) and URL reputation (0.41) with failed authentication. Moderate suspicious indicators warrant monitoring approach.
D617,Warning,0.52,High SMTP geo risk (0.48) with QR code malicious detected. Failed DMARC but minimal other threats suggest monitoring for potential deception.
D618,Warning,0.64,High temp email likelihood (0.09) with high SMTP geo risk (0.85) and multiple URLs (4). Moderate content spam score (0.26) with URL rendering behavior (0.09) warrants monitoring.
D619,Warning,0.61,Gift card request with self-signed certificate and multiple URLs (4). High unsubscribe link present but minimal malicious indicators suggest verification required.
D620,Malicious,0.94,Known malicious sender with high behavioral sandbox score (0.22) and AMSI score (0.16). Wire transfer request with very high content spam score (0.88) and self-signed certificate plus site visual similarity (0.92) confirms BEC attack.
D621,Malicious,0.87,Sender known malicious with YARA match and document download request. High-risk role targeted with very high content spam score (0.82) and URL rendering behavior (0.26) confirms executive-targeted malware delivery.
D622,No Action,0.76,Minimal suspicious indicators with good authentication status. Low behavioral scores and valid SSL certificate suggest legitimate communication requiring standard monitoring.
D623,Warning,0.67,Sensitive data request with high SMTP geo risk (0.62) and moderate content spam score (0.02). Failed authentication with site visual similarity (0.02) warrants verification.
D624,Malicious,0.92,Sender known malicious with high metadata score (0.12) and very high AMSI score (0.70). Meeting request with very high return path reputation (0.57) and URL reputation (0.22) confirms sophisticated spoofing attack.
D625,Malicious,0.94,Sender known malicious with extremely high metadata score (0.61) and very high exfiltration behavior (0.85). Long sandbox execution time (73s) with embedded files and expired certificate confirms advanced evasive malware.
D626,Warning,0.59,Good sender domain reputation (0.27) with very high SMTP reputation risk (0.97). Moderate content spam score (0.05) but minimal malicious indicators suggest monitoring.
D627,Malicious,0.89,Sender known malicious with very high temp email likelihood (0.84) and legal threat request. High exfiltration behavior (0.55) with multiple URLs (3) and high URL reputation (0.44) confirms social engineering campaign.
D628,Malicious,0.93,Sender known malicious with extremely high metadata score (0.86) and link click request. High behavioral sandbox score (0.04) with expired certificate and very high URL reputation (0.47) confirms advanced malware delivery.
D629,Warning,0.70,Bank detail update with high reply path reputation (0.36) and SMTP geo risk (0.32). Very high URL rendering behavior (0.72) suggests financial social engineering requiring verification.
D630,Malicious,0.95,Sender known malicious with extremely high metadata score (0.61) and AMSI score (0.28). VPN/MFA reset with 4 embedded files and very high reply path reputation (0.61) confirms credential harvesting with advanced capabilities.
D631,Spam,0.75,Urgent callback request with high content spam score (0.26) and moderate suspicious indicators. Bulk characteristics without malicious payload suggest spam campaign.
D632,Malicious,0.91,Sender known malicious with high metadata score (0.32) and behavioral (0.08) and AMSI scores (0.21). Very high return path reputation (0.91) with embedded files and self-signed certificate confirms sophisticated spoofing.
D633,Spam,0.73,Link click request with very high content spam score (0.52) and multiple URLs (3). Moderate suspicious indicators without malware suggest spam distribution campaign.
D634,Malicious,0.96,Sender known malicious with 2 YARA matches and extremely high behavioral sandbox score (0.91). Very high AMSI score (0.69) with multiple execution processes and high exfiltration behavior (0.86) confirms advanced malware.
D635,Malicious,0.86,Sender known malicious with high metadata score (0.16) and wire transfer request. High behavioral sandbox score (0.04) with moderate content spam score (0.04) and high exfiltration behavior (0.08) indicates BEC capabilities.
D636,Warning,0.63,Wire transfer request with good sender domain reputation (0.25) but high content spam score (0.34). Site visual similarity (0.08) suggests potential financial fraud requiring verification.
D637,Malicious,0.92,Sender known malicious with excellent sender domain reputation (0.84) and very high temp email likelihood (0.56). Gift card request with extremely high metadata score (0.59) and high return path reputation (0.72) confirms sophisticated BEC spoofing.
D638,Malicious,0.97,Sender known malicious with 7 malicious attachments and extremely high behavioral sandbox score (0.92). Very long sandbox execution time (86s) with high AMSI score (0.29) and QR code malicious confirms advanced persistent threat.
D639,Malicious,0.89,Sender known malicious with extremely high metadata score (0.66) and VBScript detected. High behavioral sandbox score (0.10) with high exfiltration behavior (0.63) confirms script-based malware with data theft.
D640,Spam,0.79,Invoice verification with very high content spam score (0.97) and high temp email likelihood (0.14). High reply path reputation (0.52) indicates bulk spam distribution without malicious payload.
D641,Malicious,0.93,Sender known malicious with 4 YARA matches and very high AMSI score (0.92). High behavioral sandbox score (0.04) with good sender domain reputation (0.28) confirms advanced obfuscated malware.
D642,Malicious,0.94,Sender known malicious with high metadata score (0.15) and AMSI score (0.12). Extremely high exfiltration behavior (0.99) with user marked spam before and expired certificate confirms data theft campaign.
D643,Warning,0.71,Wire transfer request with very high temp email likelihood (0.80) and high SMTP geo/reputation risks (0.70/0.06). High return path reputation (0.72) suggests financial social engineering requiring verification.
D644,Spam,0.76,Very high content spam score (0.61) with moderate suspicious indicators but no malicious behavior. High URL rendering behavior (0.49) suggests bulk spam distribution.
D645,Warning,0.58,High content spam score (0.35) with site visual similarity (0.20) but minimal other threats. Infrastructure concerns warrant monitoring approach.
D646,Warning,0.55,High reply path reputation (0.66) and very high SMTP geo risk (0.98) but minimal malicious indicators. Infrastructure routing concerns suggest monitoring.
D647,Warning,0.64,Gift card request with high SMTP geo risk (0.18) and URL reputation (0.18). Social engineering pattern requiring verification despite minimal technical threats.
D648,Malicious,0.90,Sender known malicious with high sender domain reputation (0.48) and wire transfer request. High metadata score (0.08) with very high exfiltration behavior (0.85) and revoked certificate confirms BEC attack with compromised infrastructure.
D649,Malicious,0.94,Sender known malicious with DMARC enforced and unscannable attachment. Document download with 4 YARA matches and extremely high URL reputation (0.88) confirms advanced malware delivery with evasion techniques.
D650,Warning,0.62,High temp email likelihood (0.21) with domain known malicious flag and high URL reputation (0.13). Moderate suspicious indicators warrant monitoring for potential threats.
