Unnamed: 0,File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),Authentication & Identity Assurance,total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
1500,0.0,D78,0,0.0858897582216393,0,0.0386167545208129,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,3.858439137359345e-06,0,0,0.0049436947689939,0,0.0151584620116332,1.34111321599594e-08,0.0403680021423951,0,0,0,1.0,0,0.5877412665662687,0,wire_transfer,7.988830654437076e-10,0,0,0,0,0.0,0,pass,fail,temperror,1,TLS 1.2,0,0,0,0,0,0.0306212238282926,valid,7.868882811567502e-05,0.006812420682266,0,1,0
1501,1.0,D79,0,4.582919732661434e-09,0,0.2272551087987643,0,0,0,0.01247020659459,0,0,0,0,0,0,0.1215633962794659,0.073801308497145,0,1,0,0,0.492744506115869,0,0,6,2.2047614242719466e-12,"[""winword.exe"", ""powershell.exe"", ""regsvr32.exe""]",0,0,0.0027656227260583,0,0,8.090944950536868e-06,0,0.0009496302793083,0.3569780395776328,0.0008245028804747,0,0,0,1.0,0,4.331455435898741e-08,0,gift_card_request,4.042917377777064e-09,0,0,0,0,0.0,1,pass,neutral,temperror,1,TLS 1.2,1,0,0,0,0,9.093155864792268e-07,valid,0.4817456952579883,0.1976718943796067,0,1,0
1502,1.0,D80,0,0.2906033092608493,0,8.984846772973861e-06,0,0,0,0.8138093206751187,0,1,0,0,0,0,0.1186180938485626,0.1297687663463823,0,0,0,0,0.9954657169562108,0,0,6,2.767778982325886e-89,"[""excel.exe""]",0,0,0.0537806408509075,0,0,0.4709671739814068,0,0.1888674049621783,7.030492196009817e-05,0.8510699412475737,0,0,0,1.0,0,0.2643735256156421,0,none,0.0016521212407985,0,0,0,0,0.0,0,fail,policy,temperror,1,TLS 1.3,1,0,0,0,0,0.0021689430465331,valid,4.9064281738938135e-06,4.233895380667939e-13,0,1,0
1503,1.0,D81,0,0.1730066589608283,0,6.003378440593835e-10,0,0,0,0.094828504852989,0,0,0,0,0,0,0.585817526872727,0.5247776735763277,0,0,0,0,0.1122159564246653,0,0,4,9.004232592280779e-84,"[""winword.exe"", ""powershell.exe""]",0,0,0.0249693032843104,0,0,0.0226390346795676,0,6.40844519767553e-07,0.1945882989677589,0.0077997327348055,0,0,0,0.5,0,0.0080575370357822,1,none,0.2330947651577241,0,0,0,0,0.0,0,pass,temperror,pass,1,TLS 1.3,0,0,0,0,0,0.485688259097681,valid,0.005628171473029,3.9721458939334087e-10,0,1,0
1504,0.0,D82,0,1.4079304698389604e-07,0,0.0487139015140053,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,1.6108033357466907e-06,0,0,0.0657764403577046,0,8.670188099779638e-05,0.4468365843701244,0.5060274769015788,0,0,0,0.0,0,0.2567507230690818,1,invoice_verification,0.0166547539870616,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.2,2,0,0,0,0,0.6825296903689454,valid,0.0375520266110079,4.132616895479976e-07,0,1,0
1505,1.0,D83,0,0.1893021380118304,0,2.6508984091887558e-08,0,0,0,0.3391949339248139,0,0,0,0,5,0,0.1225750232282165,0.2152392689924545,0,0,0,1,0.3201012487202163,0,0,4,220.4295682480593,"[""winword.exe"", ""powershell.exe""]",0,0,2.1463631431759323e-08,0,0,0.0575884962301116,0,0.0021581264915873,0.0752444939245671,0.1287515091590385,0,0,0,1.0,0,0.2396444465950384,0,none,8.953932997448286e-07,0,0,0,0,0.0,0,softfail,policy,none,1,TLS 1.1,1,0,0,0,0,1.3370304758914312e-12,valid,0.0210889118099397,0.1868955437651087,0,1,0
1506,1.0,D84,0,2.451266614635509e-09,0,0.1859906825364768,0,0,0,0.0921896652184731,0,0,0,0,0,0,7.509385583800579e-13,0.4537910800939692,0,0,0,0,0.5416399563116364,0,0,4,3.265081635720787e-114,"[""winword.exe"", ""powershell.exe"", ""regsvr32.exe""]",0,0,3.340326926421519e-07,0,0,5.570583074169047e-05,1,0.0002709822193635,0.5234377414186837,0.1207662314741014,0,0,0,0.0,0,0.6516301899651593,0,none,0.000249132065512,0,0,0,0,0.0,0,pass,fail,fail,1,SSL,0,0,0,0,0,0.4991927950260734,valid,0.9518761100020734,0.0033709296729759,0,1,0
1507,0.0,D85,0,3.67686808460767e-05,0,2.58992072518761e-08,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,1.542371912510671e-06,0,0,0.1686139459763494,0,0.0009262678927312,0.0060692511685599,0.4134126639288265,0,0,0,0.5,0,4.844484677722309e-05,0,wire_transfer,0.2361202140223025,0,0,0,0,0.0,0,neutral,policy,fail,1,TLS 1.0,2,0,0,0,0,0.0580018897782387,valid,5.1450252291615234e-08,0.2539251488714985,0,1,1
1508,0.0,D86,0,0.5340348095916418,0,3.7551134532202784e-18,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,1,0.0006974698665332,0,0,0.000220912771789,1,0.0205166112144887,2.5595955836780275e-05,0.1230393162273608,0,0,0,1.0,0,0.7610379814269815,0,none,0.0001369768014258,0,0,0,0,0.0,0,fail,temperror,fail,1,TLS 1.2,0,0,0,0,0,0.0001366668668898,valid,3.143515527483701e-07,0.0009636934418947,0,1,0
1509,0.0,D87,0,0.0291475096184545,0,0.0127915306499044,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,4.5657588721233086e-05,0,0,0.0046343383207917,0,0.3565735453987079,6.874257694614913e-05,0.0306656280378417,0,0,0,0.5,0,0.1775989598035133,0,none,1.3298843954196318e-07,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.2,0,1,0,0,0,4.1452366782657637e-17,self signed,0.0072312545749815,0.085990197387227,0,1,1
