Unnamed: 0,File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),Authentication & Identity Assurance,total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
1850,1.0,D84,0,1.983895087875456e-11,0,0.0778614671360735,0,0,0,0.4723343442637542,0,0,0,0,0,0,3.330591088171728e-07,0.2259265860373653,0,0,0,0,0.6613715877784938,0,0,5,6.433576635330152e-20,"[""winword.exe"", ""powershell.exe"", ""regsvr32.exe""]",0,0,0.0012994529786103,0,0,3.438203276997892e-06,0,0.024902363922064,0.007507439718626,0.1703377281573191,0,0,0,1.0,0,2.1952989217315403e-11,0,none,0.0002861064927301,0,0,0,0,0.0,0,pass,fail,permerror,1,TLS 1.2,0,0,0,0,0,2.578493840289268e-05,self signed,9.59279847608088e-05,4.906840328798785e-13,0,1,0
1851,0.0,D85,0,3.440838232559248e-05,0,0.0001010436399916,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0167317210774348,0,0,2.3848511913872063e-16,0,0.7001793458595861,0.0819554679214208,0.0024815222282747,0,0,0,0.0,0,0.1222481254337025,0,wire_transfer,0.0290787500832244,0,0,0,0,0.0,0,pass,pass,none,1,TLS 1.3,0,0,0,0,0,4.136755372873491e-06,valid,0.117819137282045,0.0015673723656981,0,1,0
1852,0.0,D86,0,0.0006175830517722,0,4.478533653410506e-19,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0009140717030328,0,0,0.0052769468531677,0,2.6796037478010817e-06,0.0039646552687744,0.0523823726127097,0,0,0,0.5,0,0.0692303284614049,0,none,1.621584885510902e-07,0,0,0,0,0.0,0,softfail,neutral,none,1,TLS 1.2,2,0,0,0,0,0.7573901638473786,valid,2.7388267966614345e-12,0.014402288908467,0,1,0
1853,0.0,D87,0,0.3621530514296954,0,0.0007929091741109,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0004158599369741,0,0,0.0003684185295847,0,0.0071174181174991,0.0049051030188421,0.0244729847373541,1,0,0,1.0,0,5.854135384813494e-07,0,none,0.0027354063181718,0,0,0,0,0.0,0,fail,none,none,1,TLS 1.3,0,0,0,0,0,0.1774251750574387,self signed,0.0015229103921329,2.821234202680056e-06,0,1,0
1854,0.0,D88,0,0.4989178386551904,0,0.082345191008021,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.6486011548604942,0,0,0.0006491739079299,0,2.0740956548466499e-07,0.009240738495817,0.4413144851074263,0,0,0,0.5,0,0.7588942039277472,0,none,0.0099450448391667,0,0,0,0,0.0,0,fail,fail,none,1,TLS 1.3,0,0,0,0,0,0.0092055176648003,valid,0.800936387798269,0.5786489392827744,1,1,0
1855,0.0,D89,0,0.1442655641198696,0,0.0162505731142658,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0694894453422302,0,0,0.0301081426848062,0,1.0131731248299506e-06,0.0778191083473652,0.1410395698700936,0,0,0,1.0,0,0.0335102859061193,0,gift_card_request,1.469234560416104e-05,0,0,0,0,0.0,0,pass,fail,fail,1,TLS 1.2,1,0,0,0,0,1.343099714766043e-09,valid,0.3369697657421794,5.265630175436349e-06,0,1,0
1856,1.0,D90,0,0.0039913426418199,0,0.0008963700692182,0,0,0,0.0292669992803858,0,0,0,0,1,0,0.0008257108665997,0.0013255471895923,0,0,0,0,0.2488153764391458,0,0,4,0.3145303739117364,"[""winword.exe""]",0,0,1.3398378417542974e-09,0,0,0.011169445697927,0,0.0022701345462246,0.1189036999923878,5.289412622257426e-06,0,0,0,1.0,0,0.827686386567004,0,wire_transfer,1.8260335374291311e-09,0,0,0,0,0.0,0,fail,fail,none,1,TLS 1.2,1,0,0,0,0,6.856105912713503e-05,valid,0.0072040560467088,0.0086194149996558,0,1,0
1857,1.0,D91,0,0.0148932927512317,0,2.2887515557676333e-05,0,0,0,0.0715005420735809,0,0,0,0,0,0,0.0675751502942842,0.2209639706810027,0,0,0,0,0.1902163121262103,0,0,4,0.0130932528829156,"[""winword.exe""]",0,0,0.0002309944645655,0,0,0.0096261784911704,0,0.0120440726444608,0.001349256976404,7.589195681680819e-08,0,0,0,1.0,0,0.0186454871371596,0,document_download,1.1535986674224289e-07,0,0,0,0,0.0,0,pass,none,temperror,1,TLS 1.3,0,0,0,0,0,0.0708616421677712,self signed,0.0001761297885392,0.2104644899875278,0,1,0
1858,0.0,D92,0,0.0535706724526908,0,0.0326683769936897,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,1.8361955912734803e-32,0,0,3.8475056211985736e-05,0,0.0002312330579918,9.260924363301852e-05,0.0188910768084125,0,0,0,1.0,0,0.0009477002039694,0,none,0.0014988831888449,0,0,0,0,0.0,0,fail,fail,none,1,TLS 1.2,2,0,0,0,0,0.2802468340088682,valid,0.0011355551163201,0.7805837361752589,0,1,0
1859,0.0,D93,0,1.2513899184240076e-05,0,0.5623580145212801,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.4090965098918915,0,0,0.0004166293540166,0,0.0011260235522439,0.0002616493416158,0.0020730977301425,0,0,1,1.0,0,0.0468402339361688,0,sensitive_data_request,3.7914684266385055e-21,0,0,0,0,0.0,0,fail,pass,fail,1,TLS 1.0,0,0,0,0,0,0.0632181308613649,valid,0.0003516104666748,0.3053779367384291,0,1,0
