Data ID,Classification,Confidence Score,Detailed Justification
D2216,No Action,0.81,Clean profile with passing SPF and valid SSL. No malicious attachments or suspicious behaviors. Low threat indicators overall.
D2217,No Action,0.84,High sender reputation (0.657) with clean attachment profile. No malicious behaviors detected despite passing authentication.
D2218,Spam,0.76,High temporary email likelihood (0.600) with gift card request and user marked for suspicious activity. Failed DKIM but no malicious content.
D2219,Malicious,0.88,Wire transfer fraud with extreme exfiltration score (0.868) and winword.exe process. High behavioral indicators confirm financial malware.
D2220,Malicious,0.85,File hash marked malicious with return path known malicious and 3 YARA matches. Document download attack with behavioral anomalies.
D2221,No Action,0.78,Clean profile with unsubscribe link present. No malicious attachments or behaviors despite minimal URL activity.
D2222,No Action,0.75,Sensitive data request but clean technical profile. Self-signed SSL but no malicious indicators present.
D2223,Malicious,0.84,Meeting request with high metadata score (0.069), behavioral anomalies, and SSL mismatch. Return path reputation issues confirm attack.
D2224,Malicious,0.91,High metadata score (0.720) with embedded file and extreme exfiltration score (0.365). Return path reputation issues with behavioral indicators.
D2225,No Action,0.77,Failed DMARC but clean attachment profile. Bulk message indicator but no malicious content detected.
D2226,Malicious,0.89,Legal threat with high metadata score (0.432), extreme exfiltration score (0.798), and embedded file. Failed authentication confirms attack.
D2227,Malicious,0.92,DMARC enforced with link click attack, user marked as spam, and high spam score (0.721). Clear phishing attempt confirmed.
D2228,Spam,0.74,Bank detail update with self-signed SSL and unsubscribe link but no malicious attachments. Financial spam without sophistication.
D2229,Warning,0.79,VPN/MFA reset with failed authentication but low threat scores. Suspicious but lacks definitive malicious indicators.
D2230,No Action,0.73,Sensitive data request with clean technical profile. No malicious attachments or behaviors detected.
D2231,Warning,0.82,Meeting request with network call on open detected and self-signed SSL. Embedded file present but moderate threat scores.
D2232,Malicious,0.87,Self-signed SSL with high exfiltration score (0.546) and behavioral anomalies. Failed SPF with temperature error indicates attack.
D2233,No Action,0.70,Clean profile with passing SPF and valid SSL. No malicious attachments despite neutral DKIM result.
