Data ID,Classification,Confidence Score,Detailed Justification
D2072,Warning,0.74,Moderate risk with behavioral sandbox score and AMSI suspicion (0.513). Contains embedded file and winword.exe process. However, no malicious file hashes or high-risk indicators. DMARC fails but overall threat profile suggests caution rather than definitive malicious intent.
D2073,No Action,0.88,Clean profile with no malicious attachments or suspicious behaviors. Good authentication with SPF pass and valid SSL. No executable attachments or exploit patterns detected. Low risk despite minimal spam indicators.
D2074,Warning,0.81,Legal threat request with DMARC enforced and return path reputation issues (0.947). Contains outlook.exe process with embedded files. However, no malicious attachments detected. Social engineering attempt likely but lacks technical malware indicators.
D2075,Malicious,0.92,High metadata suspicious score (0.873), AMSI score (0.646), macro-enabled document detected. Reply path known malicious with self-signed SSL. Link click request with acrobat.exe process indicates sophisticated phishing with malware delivery.
D2076,No Action,0.83,Bank detail update request but clean technical profile. No malicious attachments or behaviors. SPF passes with valid SSL certificate. Financial request alone insufficient for malicious classification without supporting technical indicators.
D2077,Warning,0.76,VPN/MFA reset request with expired SSL certificate and macro-enabled document. Contains suspicious processes but low actual threat scores. URL morphing detected. Possible credential theft attempt but inconclusive.
D2078,Malicious,0.89,High metadata score (0.375), extreme AMSI score (0.819) with powershell.exe process. VPN/MFA reset attack vector. Failed DKIM with valid SSL but behavioral indicators confirm credential theft attempt.
D2079,Warning,0.77,High metadata suspicious score (0.411) with powershell.exe but minimal other indicators. Failed SPF/DMARC. Suspicious but lacks strong malicious signals for definitive classification.
D2080,No Action,0.82,Invoice verification with clean attachment profile. No malicious behaviors detected. Softfail SPF but valid SSL and no technical threats. Low risk business communication.
D2081,Malicious,0.87,High temporary email likelihood (0.884) with DMARC enforced, embedded file, and suspicious processes. Expired SSL with high entropy score. Pattern indicates advanced phishing with obfuscation.
D2082,Malicious,0.88,Self-signed SSL with extreme exfiltration score (0.881), embedded file, and multiple suspicious processes including regsvr32.exe. High spam likelihood confirms malware delivery attempt.
D2083,Spam,0.78,Wire transfer request with self-signed SSL but no malicious attachments. Failed SPF/DKIM. Appears to be financial spam rather than sophisticated attack.
D2084,Spam,0.75,Failed SPF with redirect chain length of 5 but no malicious content. Moderate spam indicators suggest bulk campaign rather than targeted threat.
D2085,No Action,0.84,Clean profile with passing SPF and valid SSL. No malicious attachments or behaviors despite multiple URLs. Legitimate communication with good authentication.
D2086,Spam,0.73,Failed SPF/DKIM with high temporary email likelihood but no malicious content. HTML text ratio indicates marketing/spam rather than malicious intent.
D2087,No Action,0.80,Gift card request but clean technical indicators. SPF passes with valid SSL. No malicious attachments. Social engineering attempt lacks technical backing.
D2088,Malicious,0.85,Wire transfer fraud with 6 YARA matches and embedded files. Contains winword.exe process with behavioral anomalies. Clear financial malware pattern.
D2089,Warning,0.79,Document download with moderate threat scores and winword.exe process. SPF passes but behavioral indicators suggest potential early-stage attack.
D2090,Warning,0.72,DMARC enforced with DNS morphing detected but no malicious attachments. Failed SPF/DMARC. Possible spoofing attempt but lacks payload.
D2091,No Action,0.81,Sensitive data request with clean technical profile. SPF/DMARC pass with valid SSL. No malicious indicators despite request type.
D2092,Malicious,0.94,File hash marked malicious with reply path known malicious. Revoked SSL certificate and high exfiltration score (0.699). Meeting request used as lure for malware delivery.
D2093,Warning,0.82,Domain known malicious with 2 YARA matches but low actual threat scores. Embedded files present. Suspicious but not definitively malicious.
D2094,Spam,0.76,Expired SSL with user previously marked as spam. No malicious attachments but poor sender reputation. Classic spam profile.
D2095,Malicious,0.90,Self-signed SSL with high behavioral sandbox score and legal threat social engineering. Outlook.exe process with suspicious entropy. Advanced targeted attack confirmed.
D2096,Warning,0.80,Link click request with expired SSL and moderate behavioral scores. Contains acrobat.exe but no definitive malicious indicators.
D2097,Spam,0.82,Bank detail update with extremely high return path reputation issues (0.993) but no technical threats. Financial spam attempt.
D2098,Warning,0.83,VPN/MFA reset with self-signed SSL and powershell.exe but low threat scores. User marked for marketing. Suspicious activity requiring investigation.
D2099,Spam,0.77,Wire transfer with expired SSL but minimal technical indicators. Low-sophistication financial spam.
D2100,Malicious,0.91,High metadata score (0.529) with gift card scam and multiple suspicious processes including regsvr32.exe. High spam score (0.890) confirms business email compromise.
D2101,Malicious,0.86,7 YARA matches with embedded file and excel.exe process. High exfiltration score (0.451). Sophisticated attack with multiple stages.
D2102,Warning,0.78,Expired SSL with moderate behavioral scores and powershell.exe. Suspicious but lacks definitive malicious indicators.
