Unnamed: 0,File?,Data ,sender_known_malicios,sender_domain_reputation_score(float),sender_spoof_detected(bool),sender_temp_email_likelihood(float),dmarc_enforced(bool),packer_detected(bool),any_file_hash_malicious(bool),max_metadata_suspicious_score(float),malicious_attachment_Count(int),has_executable_attachment(bool),unscannable_attachment_present(bool),Authentication & Identity Assurance,total_yara_match_count(int),total_ioc_count(int),max_behavioral_sandbox_score(float),max_amsi_suspicion_score(float),any_macro_enabled_document(bool),any_vbscript_javascript_detected(bool),any_active_x_objects_detected(bool),any_network_call_on_open(bool),max_exfiltration_behavior_score(float),any_exploit_pattern_detected(bool),total_embedded_file_count(int),max_suspicious_string_entropy_score(float),max_sandbox_execution_time(float),unique_parent_process_names(categorical),return_path_mismatch_with_from(bool),return_path_known_malicious(bool),return_path_reputation_score(float),reply_path_known_malicious(bool),reply_path_diff_from_sender(bool),reply_path_reputation_Score(float),smtp_ip_known_malicious(bool),smtp_ip_geo(Float),smtp_ip_asn(categorical),smtp_ip_reputation_score(float),domain_known_malicious(bool),url_Count(int),dna_morphing_detected(bool),domain_tech_stack_match_score(float),is_high_risk_role_targeted(bool),sender_name_similarity_to_vip(float),urgency_keywords_present(bool),request_type(categorical),content_spam_score(float),user_marked_as_spam_before(bool),bulk_message_indicator(bool),unsubscribe_link_present(bool),marketing-keywords_detected(bool),html_text_ratio(float),image_only_email(bool),spf_result(enum),dkim_result(enum),dmarc_result(enum),reverse_dns_valid(bool),tls_version(ctegorical),total_links_detected(int),url_shortener_detected(bool),url_redirect_chain_length(int),final_url_known_malicious(bool),url_decoded_spoof_detected(bool),url_reputation_score(float),ssl_validity_status(enum),site_visual_similarity_to_known_brand(float),url_rendering_behavior_score(float),link_rewritten_through_redirector(bool),token_validation_success(bool),Analysis_of_the_qrcode_if_present(verdict-malicious or non-malicious)
2216,0.0,D2216,0,0.0141803025846626,0,2.408364742174165e-05,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0001012693657608,0,0,7.5592606649038835e-06,0,0.0096394965802551,0.0294939423891314,4.457718205578778e-05,0,0,0,1.0,0,0.1362627835761608,0,none,0.0974344810438899,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.2,1,0,0,0,0,0.0045476153495711,valid,0.0057996611710669,0.0146163399826318,0,1,0
2217,0.0,D2217,0,0.6563683393902423,0,7.334618103360904e-11,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0059130087425587,0,0,6.271855408979062e-06,0,1.766688333906835e-16,0.2673101698332151,0.2101308273326855,0,0,0,1.0,0,0.1445116047645563,0,none,0.0010649279121597,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.1,0,0,0,0,0,0.0007489434741278,valid,5.575833411048169e-06,1.1474574689905144e-08,0,1,0
2218,0.0,D2218,0,4.1569094819873316e-15,0,0.6002695311836602,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,3.114659945981073e-11,0,0,8.891356613911782e-17,0,8.529526016761052e-06,0.4875608168246516,6.813450830739633e-09,0,0,0,1.0,0,0.0002155248689839,1,gift_card_request,4.6680625261325716e-14,0,0,0,0,0.0,0,pass,fail,pass,1,TLS 1.2,0,0,0,0,0,0.0677499196817745,valid,0.0014086273777196,0.0974209361926658,0,1,0
2219,1.0,D2219,0,0.6411585594426782,0,0.0048521995220371,0,0,0,0.0096498482346546,0,0,0,0,0,0,0.0132713988568859,0.0711753376677174,0,0,0,0,0.8684000904987568,0,0,4,1.2308872570804063e-28,"[""winword.exe""]",0,0,0.0019176954192794,0,0,2.886746882726868e-12,0,0.1459556663498163,0.0001928129208386,0.0046533812442243,0,0,0,1.0,0,0.001299792085538,0,wire_transfer,1.872860317234886e-05,0,0,0,0,0.0,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,2.085601473192087e-07,valid,1.794614977651518e-09,0.0490001776584108,0,1,0
2220,1.0,D2220,0,0.0001631577523606,0,1.0101994864809433e-23,0,0,1,0.0026512276919795,0,0,0,0,3,0,0.161806313810105,0.0012578692712996,0,0,0,0,0.7261530486947959,0,0,4,1.4032101570117587e-39,"[""winword.exe""]",1,0,2.222790163224301e-05,0,0,1.782637349431438e-10,0,0.0022627155352505,0.0167210394840505,0.9008551585045448,0,0,0,1.0,0,8.265988336903254e-06,0,document_download,8.14387068360643e-10,0,0,0,0,0.0,0,fail,none,none,1,TLS 1.1,0,0,0,0,0,0.0008462448817337,valid,7.767528367698693e-05,4.557854480831788e-16,0,1,0
2221,0.0,D2221,0,8.262181652513652e-05,0,0.0007687425837787,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0468542746548072,0,0,9.719774043559424e-05,0,0.0912893373701592,0.0446481283342616,0.0471894188918154,0,0,0,0.5,0,1.907763884909996e-09,0,none,1.3610262062412824e-08,0,0,1,0,0.0,0,pass,pass,pass,1,TLS 1.2,1,0,0,0,0,4.310589342927231e-12,valid,7.655759982650727e-06,0.0003591580195888,0,1,0
2222,0.0,D2222,0,0.0004751263161498,0,6.7939159895091214e-09,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.1310695499121292,0,0,0.0304739593637574,0,0.0060858015564022,0.4395953249528463,0.533848994509741,0,0,0,0.5,0,3.1629911741527645e-06,0,sensitive_data_request,2.6435418945277655e-07,0,0,0,0,0.0,0,fail,neutral,pass,1,TLS 1.1,0,0,0,0,0,2.4611297289546526e-06,self signed,0.0001233651393023,2.420427820116745e-05,0,1,0
2223,1.0,D2223,0,1.4263957879931468e-14,0,2.939965741091872e-06,0,0,0,0.069292717090879,0,0,0,0,0,0,0.1065352229605545,0.1237065134865717,0,0,0,0,0.2085608537741289,0,0,7,2.4463223331336763e-30,"[""winword.exe""]",0,0,0.7368528754611863,0,0,7.723090329505246e-07,0,5.056982294851343e-11,1.5448312621088116e-07,0.4862172907991037,0,0,0,1.0,0,0.0606847808516311,0,meeting_request,5.905175411577502e-12,0,0,0,0,0.0,0,pass,none,none,1,TLS 1.0,1,0,0,0,0,8.735340276288564e-08,mismatch,0.0409062452330829,0.1421073771850253,0,1,0
2224,1.0,D2224,0,0.0089006798641204,0,0.1794602153330186,0,0,0,0.7201160255849678,0,0,0,0,0,0,0.0161589762476734,4.828454520153054e-06,0,0,0,0,0.3645245174795317,0,1,4,5.769609882968964e-26,"[""winword.exe""]",0,0,0.5188325470598031,0,0,1.405608676087958e-12,0,0.0077562826147373,0.0215101019111112,0.0758864312955098,0,0,0,1.0,0,0.6118486027736553,0,none,0.0016161300269786,0,0,0,0,0.0,0,pass,policy,pass,1,TLS 1.2,0,0,0,0,0,5.134340021165414e-05,valid,3.754585910389664e-05,0.0006838611821293,0,1,0
2225,0.0,D2225,0,6.6740906459646886e-09,0,0.0015111253997344,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,"[""""]",0,0,0.0049636376913353,0,0,0.7510426430315812,0,0.0463354311774905,0.0001703041447978,9.247763352691982e-05,0,0,0,1.0,0,0.0001635663354273,0,none,0.0706800173425126,0,1,0,0,0.0,0,pass,pass,fail,1,TLS 1.2,0,0,0,0,0,0.0018378966529775,valid,1.9228942260973773e-06,3.920728311620392e-05,0,1,0
