Data ID,Classification,Confidence Score,Detailed Justification
D2936,Malicious,0.85,Email shows high exfiltration behavior score (0.807) and has 3 malicious attachments with executable winword.exe process. Document download request type with SPF failure indicates phishing attempt to deliver malicious payload.
D2937,No Action,0.90,Clean email with no malicious indicators. Good sender reputation (0.435), no attachments, SPF soft fail but DKIM fail is offset by low spam score and no suspicious URLs or content.
D2938,No Action,0.85,Legitimate email with excellent sender reputation (0.827). Despite sensitive data request type, no malicious attachments or suspicious behaviors detected. All authentication checks pass.
D2939,Warning,0.75,Meeting request with moderate risk indicators including high metadata suspicious score (0.253) and exfiltration behavior (0.450). Has embedded files and winword.exe process but no confirmed malicious attachments.
D2940,Malicious,0.90,Packer detected with high behavioral sandbox score (0.629) and exfiltration behavior (0.810). SSL certificate is self-signed and site shows high visual similarity to known brand (0.414) indicating phishing attempt.
D2941,No Action,0.95,Clean email from known malicious sender but all other indicators are benign. Excellent authentication (SPF/DKIM/DMARC pass), no attachments, minimal URLs, and very low threat scores across all metrics.
D2942,Warning,0.70,Legal threat email with moderate behavioral sandbox score (0.663) and some suspicious indicators. Has unsubscribe link present suggesting possible legitimate marketing that uses aggressive tactics.
D2943,Warning,0.65,Link click request with elevated scores but no critical threats. DMARC enforced, valid SSL certificate, and while showing some suspicious patterns, lacks definitive malicious indicators.
D2944,No Action,0.80,Bank detail update request but with very low threat scores. SPF/DMARC failures are concerning but no malicious attachments, URLs, or behaviors detected. Likely legitimate but poorly configured.
D2945,Malicious,0.85,VPN/MFA reset request with 6 authentication components detected malicious. Multiple suspicious processes (winword.exe, powershell.exe) and moderate exfiltration behavior (0.675) indicate credential theft attempt.
D2946,Malicious,0.80,VPN/MFA reset attempt with behavioral issues (0.168 sandbox score) and exfiltration behavior (0.808). Multiple processes including powershell.exe suggest malicious activity despite low attachment count.
D2947,Malicious,0.85,Has executable attachment with multiple suspicious processes (winword.exe, powershell.exe) and high exfiltration score (0.852). SSL mismatch and behavioral indicators confirm malicious intent.
D2948,Spam,0.75,Invoice verification email with very high spam score (0.962). No malicious attachments but authentication issues and spam indicators suggest unwanted commercial email.
D2949,Warning,0.70,Moderate risk with some suspicious metadata (0.140) and exfiltration behavior (0.793). Multiple processes detected but no confirmed malicious content. Monitor for escalation.
D2950,Malicious,0.80,Multiple suspicious processes including regsvr32.exe (known for malware delivery), SSL mismatch, and moderate threat scores across multiple indicators suggest malware delivery attempt.
D2951,No Action,0.85,Wire transfer request but with minimal risk indicators. Good sender reputation, no attachments, and clean behavioral analysis. Authentication passes suggest legitimate transaction email.
D2952,No Action,0.90,Clean email with no concerning indicators. Excellent sender reputation, passes authentication checks, no attachments or suspicious URLs detected.
D2953,No Action,0.85,Very low threat scores across all indicators. Minor authentication issues but no malicious content, behaviors, or attachments detected. Safe communication.
D2954,Warning,0.65,Return path known malicious but other indicators are mixed. Self-signed SSL certificate is concerning but no malicious attachments or high-risk behaviors detected.
D2955,Spam,0.70,Gift card request with marketing keywords detected. Failed authentication but no malicious attachments. SSL mismatch suggests possible spam/phishing hybrid.
D2956,Malicious,0.90,Wire transfer fraud attempt with DMARC enforced but failing all authentication checks (SPF/DKIM/DMARC fail). Expired SSL certificate confirms fraudulent infrastructure.
